"","subject","filename","word","vowel","start","end","duration","f0_20","f0_50","f0_80","f1_20","f1_40","f1_50","f1_60","f1_80","f2_20","f2_40","f2_50","f2_60","f2_80","f3_20","f3_40","f3_50","f3_60","f3_80","Analyst","Date","Settings","Praat.Version","OS","group","language","time","age","sex","city","country","education","history_welsh","history_other","use_welsh","use_other","proficiency_welsh","proficiency_other","attitudes_welsh","attitudes_other","score_welsh","score_other","dominance","hz.max","f1_norm","f2_norm","f3_norm","syll_type2","unpred","length"
"2215","uk_028","2017-06-28_W_28_s","hup","ɨ",909.2978,909.3851,87.39015,137.7541,128.5557,117.1159,489.3025,518.7583,520.0323,510.5145,490.3585,1773.105,1799.077,1764.261,1691.933,1592.139,2126.958,2730.203,2608.45,2357.277,2246.635,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.899260479791149,0.322335779983373,0.713360049352306,"voiceless","predictable","short"
"2216","uk_028","2017-06-28_W_28_s","hop","o",929.8717,929.9767,105.0025,124.8682,114.4737,104.0873,834.3476,772.1922,777.1918,792.7756,765.3215,1217.554,1312.255,1284.325,1312.821,1381.915,2483.132,2425.334,2407.798,2397.17,2434.894,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.497464238069332,0.00483716266428313,0.633316511044651,"voiceless","predictable","short"
"2217","uk_028","2017-06-28_W_28_s","heb","e",932.2941,932.5316,237.5071,122.449,106.0239,96.68627,530.6199,519.4375,557.0959,589.2393,607.5444,1891.632,1872.059,1867.422,1795.451,1607.196,1928.844,2759.95,2512.938,2621.956,2540.239,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.830414007362946,0.379162744244274,0.676056460709961,"voiced","predictable","long"
"2218","uk_028","2017-06-28_W_28_s","hwm","u",936.9625,937.1196,157.0474,128.1774,113.4938,102.9898,576.5446,515.3472,518.4121,513.9643,494.7541,1306.007,1469.51,1516.062,1387.543,1109.208,1904.692,2340.257,2407.673,2252.984,2045.811,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.902380919007107,0.170720057641522,0.633264595043069,"short","unpredictable","short"
"2219","uk_028","2017-06-28_W_28_s","hab","a",939.3596,939.5317,172.1552,119.5774,107.0522,101.6828,803.8615,826.9279,842.7229,813.9923,715.9085,1315.763,1300.889,1303.244,1285.79,1317.19,2819.77,2749.19,2763.749,2711.764,2400.423,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.416513207855102,0.0194604149405331,0.771191965522206,"voiced","predictable","long"
"2220","uk_028","2017-06-28_W_28_s","hub","ɨ",944.2049,944.3547,149.8104,123.7767,111.9812,104.0056,478.5344,492.2922,480.1917,479.3414,457.1084,1908.146,1460.815,1548.773,1730.435,1822.465,2381.898,1963.429,2054.476,2393.709,2696.266,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.978966005649188,0.192066878696963,0.474624701758703,"voiced","predictable","long"
"2221","uk_028","2017-06-28_W_28_s","hom","o",946.6946,946.892,197.4735,127.4648,115.9693,106.2694,860.1701,751.7513,750.6755,785.7138,797.1953,1332.216,1449.056,1393.064,1347.025,1274.905,2481.949,2378.537,2321.535,2346.554,2524.673,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.53217793698198,0.0861095119079991,0.596832478983357,"short","unpredictable","short"
"2222","uk_028","2017-06-28_W_28_s","hwb","u",948.9015,949.0469,145.4484,127.2247,117.155,108.0728,596.1491,592.8648,567.1321,571.9528,530.3231,1328.845,1460.027,1461.167,1360.023,1230.604,2130.522,2268.044,2457.886,2118.278,1807.853,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.812559147630522,0.133839305666556,0.65390550505822,"voiced","predictable","long"
"2223","uk_028","2017-06-28_W_28_s","ho:m","o:",951.1404,951.4404,300.0099,122.0815,113.2046,105.7649,568.7229,511.6055,544.4607,648.1146,687.7647,1590.747,1397.735,1472.692,1780.995,1382.465,1755.896,2304.654,2347.902,2523.086,2177.424,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.853355641362517,0.141695892695844,0.608126037605728,"long","unpredictable","long"
"2224","uk_028","2017-06-28_W_28_s","he:m","e:",956.8077,957.0745,266.8141,121.9116,106.9582,97.60275,552.4785,536.5045,540.2149,564.3888,598.1462,1878.175,1950.383,1964.676,1936.699,1746.324,1912.45,2979.87,2879.165,2997.982,2589.975,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.86118438146713,0.429931220389914,0.812104195714291,"long","unpredictable","long"
"2225","uk_028","2017-06-28_W_28_s","hem","e",965.2461,965.4189,172.7816,118.083,112.5487,99.93039,796.5381,731.4268,706.4263,687.4228,611.7396,1655.329,1659.436,1637.474,1580.88,1595.942,2620.054,2614.845,2576.6,2426.796,2456.088,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.592932525194886,0.2477586846986,0.701074574535268,"short","unpredictable","short"
"2226","uk_028","2017-06-28_W_28_s","ha:m","a:",967.8897,968.1634,273.6675,124.0706,104.875,100.1616,828.9389,819.9073,796.2362,816.3347,839.1695,1307.937,1277.728,1292.918,1299.473,1244.19,2562.361,2413.602,2394.272,2488.605,2442.838,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.47325552932616,0.0115055535318627,0.627683092218572,"long","unpredictable","long"
"2227","uk_028","2017-06-28_W_28_s","hi:m","i:",976.0091,976.2827,273.5936,135.1338,123.5848,114.537,282.001,278.2807,283.2766,318.9312,466.1766,2150.579,2163.61,2159.083,2133.575,1669.989,2940.764,2985.307,2737.304,2926.154,2288.118,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-1.50672759934978,0.524287468677656,0.761577368565812,"long","unpredictable","long"
"2228","uk_028","2017-06-28_W_28_s","him","i",981.6176,981.7574,139.8201,134.7088,119.3805,111.9135,448.4629,445.127,447.4033,446.5133,483.0498,2015.291,1961.007,2022.806,1999.49,1996.956,2106.349,2099.924,2080.119,2044.273,2680.015,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-1.0496909798434,0.459089530564758,0.487028977775151,"short","unpredictable","short"
"2229","uk_028","2017-06-28_W_28_s","hib","i",988.8026,988.9497,147.0797,128.9885,114.1519,102.139,429.9717,410.553,417.6015,431.2039,414.1546,1877.157,1942.316,1943.916,1944.415,2007.874,2519.035,2364.224,2288.935,2309.52,2159.155,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-1.11862377630616,0.419308369388111,0.582690518047444,"voiced","predictable","long"
"2230","uk_028","2017-06-28_W_28_s","hu:m","ɨ:",996.3275,996.5984,270.961,129.5498,111.7227,101.6625,314.5087,334.3427,351.8775,383.3886,437.6136,1899.767,1950.783,1952.174,1737.501,1509.566,2732.46,2797.478,2646.346,2544.814,2258.102,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-1.2898683011577,0.423547497522469,0.727783694720432,"long","unpredictable","long"
"2231","uk_028","2017-06-28_W_28_s","hob","o",1001.742,1001.896,153.8773,122.7106,108.3639,101.1177,869.3276,805.6043,805.567,773.33,692.7535,1098.834,1211.821,1208.324,1123.868,1168.045,2446.881,2390.968,2422.696,2387.247,2284.551,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.461605027514021,-0.0561618503692536,0.639484843822611,"voiced","predictable","long"
"2232","uk_028","2017-06-28_W_28_s","hwb","u",327.6959,327.8192,123.3339,132.546,120.6835,109.9034,559.3524,535.8247,525.7744,565.8133,545.9433,1111.805,1204.004,1327.543,1346.939,1286.501,2033.345,1987.217,1998.386,2029.156,2322.294,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.88827918142562,0.0379337394830843,0.446943728920134,"voiced","predictable","long"
"2233","uk_028","2017-06-28_W_28_s","hom","o",329.8491,330.0063,157.1695,122.0052,113.8709,108.9341,886.5851,759.8834,726.2489,750.4222,804.1589,2311.17,1328.104,1482.321,1308.393,1110.817,2516.466,2235.51,2267.156,2339.977,2421.758,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.565258611287131,0.148212976769941,0.573130056727631,"short","unpredictable","short"
"2234","uk_028","2017-06-28_W_28_s","him","i",335.491,335.6161,125.1269,130.4466,119.9714,109.7448,424.6717,404.7206,391.6423,386.5825,398.438,1964.444,1994.014,2018.009,2022.558,2000.935,2645.005,2298.29,2190.577,2257.228,2569.485,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-1.18280248161326,0.456715255942702,0.538768853605816,"short","unpredictable","short"
"2235","uk_028","2017-06-28_W_28_s","hep","e",342.6831,342.7885,105.3655,113.6716,105.0673,96.45885,732.1623,715.1568,716.7137,726.8896,720.5908,1561.644,1610.012,1623.239,1632.95,1625.364,2401.102,2391.407,2336.777,2332.886,2442.136,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.578474946614998,0.239027410014909,0.603376503683251,"voiceless","predictable","short"
"2236","uk_028","2017-06-28_W_28_s","hob","o",344.8337,344.9734,139.696,123.4298,112.4204,106.9542,874.9739,799.3296,808.0952,819.251,733.0011,916.5492,1182.393,1204.144,1119.208,1156.045,2482.766,2370.825,2396.919,2422.558,2377.256,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.458471531459324,-0.0596271847761551,0.628788036800957,"voiced","predictable","long"
"2237","uk_028","2017-06-28_W_28_s","hw:m","u:",267.8883,268.117,228.6349,134.8872,116.7866,102.8549,414.5119,392.831,395.4454,444.2585,460.7349,1177.104,1216.831,1145.339,1103.719,1313.788,2457.705,2379.692,2109.785,2088.897,2428.025,NA,"Sun Apr 29 18:54:53 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-1.173138680242,-0.109695462784855,0.501189920721635,"long","unpredictable","long"
"2238","uk_028","2017-06-28_W_28_s","hw:m","u:",374.8354,375.099,263.549,131.2364,117.8364,104.8711,381.732,378.5313,424.9595,444.6312,546.2203,1142.08,1225.145,1194.263,1134.886,1183.234,2327.937,2268.944,2441.382,2272.644,2127.203,NA,"Sun Apr 29 18:54:53 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-1.10115753455616,-0.0678668671183447,0.647168146567489,"long","unpredictable","long"
"2239","uk_028","2017-06-28_W_28_s","hw:m","u:",508.4994,508.7454,245.9734,129.3206,116.8288,108.5686,411.3661,401.4303,414.8854,444.0125,497.2135,1247.871,1308.848,1264.856,1114.738,1227.95,2069.936,2393.917,2282.605,2194.458,2424.1,NA,"Sun Apr 29 18:54:53 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-1.12514906730471,-0.0104378441322117,0.57992120877948,"long","unpredictable","long"
"2240","uk_028","2017-06-28_W_28_s","hw:m","u:",707.0223,707.2704,248.1037,132.9557,123.5889,111.2336,390.1209,389.0409,421.2712,504.9535,488.0661,1214.25,1229.402,1249.92,1350.227,1273.176,2547.026,2623.893,2559.866,2448.475,2077.13,NA,"Sun Apr 29 18:54:53 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-1.10987459801242,-0.0223165765738971,0.69455878753147,"long","unpredictable","long"
"2241","uk_028","2017-06-28_W_28_s","hw:m","u:",847.9956,848.1437,148.1128,116.1738,105.6912,101.9107,540.4806,524.1398,558.0997,508.3252,482.4412,1401.298,1364.032,1304.638,1330.51,1206.103,2125.98,2234.883,2282.888,2312.86,2056.194,NA,"Sun Apr 29 18:54:53 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.828613784565989,0.0205294818176132,0.580045182247564,"long","unpredictable","long"
"2242","uk_028","2017-06-28_W_28_s","hw:m","u:",889.639,889.8647,225.7386,120.2369,107.8515,102.8849,391.6732,390.6869,405.115,449.2542,509.692,1188.366,1103.598,1214.715,1198.002,1063.836,2294.961,2402.433,2637.901,2475.377,2044.203,NA,"Sun Apr 29 18:54:53 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-1.14898042740468,-0.0508866444640956,0.724587399320265,"long","unpredictable","long"
"2243","uk_028","2017-06-28_W_28_s","hup","ɨ",414.516,414.5681,52.02199,138.9653,134.3623,128.0027,446.0417,435.2158,433.9427,434.4909,415.4547,1545.577,1368.707,1357.703,1374.085,1446.479,2434.448,2318.749,2304.486,2308.941,2212.413,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-1.08023890708794,0.0603981754008469,0.589461532249439,"voiceless","predictable","short"
"2244","uk_028","2017-06-28_W_28_s","hu:m","ɨ:",416.7337,416.992,258.3357,119.6847,117.2336,103.0371,340.7369,335.5113,343.3419,371.2801,431.4123,1865.443,1943.895,1922.739,1891.451,1374.372,2629.117,2856.26,2857.243,2802.433,2363.29,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-1.31442466112156,0.408354606126077,0.804461048044422,"long","unpredictable","long"
"2245","uk_028","2017-06-28_W_28_s","hop","o",418.9306,419.0336,102.9678,115.5688,106.3867,100.4711,873.36,894.0625,879.8101,866.739,870.4959,962.3884,941.8693,962.2511,1010.683,1034.242,2415.365,2454.257,2445.205,2432.537,2423.493,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.373445316091639,-0.283875969504888,0.648732838152832,"voiceless","predictable","short"
"2246","uk_028","2017-06-28_W_28_s","hip","i",421.265,421.3503,85.29869,139.8889,132.3449,116.5205,431.8102,438.1123,435.1956,427.009,427.2628,1727.04,1956.522,1984.888,2033.585,2068.215,2125.16,2451.742,2089.115,2300.3,2370.429,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-1.07735581962565,0.440166363533484,0.491344405482483,"voiceless","predictable","short"
"2247","uk_028","2017-06-28_W_28_s","hum","ɨ",425.9982,426.1422,143.9581,129.5166,117.0723,107.9633,440.163,470.8908,488.2945,487.2567,465.5531,1848.648,1684.435,1717.603,1616.503,1707.884,2107.165,2042.226,2340.961,2517.159,2437.851,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.962232697385455,0.295533588364084,0.60516540298278,"short","unpredictable","short"
"2248","uk_028","2017-06-28_W_28_s","heb","e",433.2187,433.3684,149.7321,115.5355,112.3914,109.8006,701.7878,670.1611,674.5136,663.4092,642.7888,1640.821,1541.065,1585.479,1606.539,1576.603,2605.749,2448.043,2500.672,2601.67,2569.598,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.639159566293852,0.215490444035416,0.671163369913888,"voiced","predictable","long"
"2249","uk_028","2017-06-28_W_28_s","hi:m","i:",435.5634,435.8095,246.1199,123.1885,117.7594,110.7716,304.214,291.092,317.8326,387.1342,481.5223,2206.973,2201.726,2285.568,2127.341,1659.275,3247.892,3100.813,2844.788,2503.061,2216.078,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-1.39162657574139,0.581218445296361,0.80009242226581,"long","unpredictable","long"
"2250","uk_028","2017-06-28_W_28_s","hem","e",445.5166,445.6785,161.8851,124.3395,109.2289,102.2074,715.0931,742.2175,727.287,715.5137,682.9155,1563.834,1619.366,1653.432,1611.88,1565.393,2706.459,2957.236,2812.298,2601.334,2642.988,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.563830232151122,0.257457001867436,0.788605816888958,"short","unpredictable","short"
"2251","uk_028","2017-06-28_W_28_s","ham","a",450.142,450.3079,165.888,116.0743,105.9605,101.8371,915.9662,929.5036,961.4479,1002.818,840.0525,1343.947,1315.746,1233.707,1212.599,1297.882,2534.118,2597.702,2627.92,2581.292,2558.549,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.284711027428892,-0.0353726677720205,0.720796532918691,"short","unpredictable","short"
"2252","uk_028","2017-06-28_W_28_s","hob","o",452.3969,452.5584,161.4837,120.6869,109.2895,103.9061,771.2728,834.3767,819.366,770.9361,733.5847,1450.267,1355.041,1394.926,1423.557,1325.131,2405.552,2367.848,2340.544,2312.739,2329.137,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.44462053434621,0.0874452414313067,0.604987255143099,"voiced","predictable","long"
"2253","uk_028","2017-06-28_W_28_s","hymy","ə",457.1256,457.1965,70.88244,136.9899,129.4829,118.5406,549.2188,522.3705,504.2663,476.4569,403.1281,1412.15,1386.39,1390.142,1397.459,1366.235,2371.826,2435.265,2457.708,2372.697,2119.427,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.930046903274786,0.0840097743581616,0.65383308247813,"short","unpredictable","short"
"2254","uk_028","2017-06-28_W_28_s","hwp","u",472.0984,472.1901,91.62992,144.1308,129.6712,116.5391,596.9689,614.9654,550.5098,530.9105,602.08,1254.989,1193.88,1332.264,1396.418,1371.799,2187.746,2145.684,2218.322,2227.583,2100.345,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.842306646819692,0.0414836248377082,0.551354928385249,"voiceless","predictable","short"
"2255","uk_028","2017-06-28_W_28_s","hom","o",474.5488,474.738,189.1631,121.8468,109.2132,102.1303,812.6401,725.1493,739.6207,714.388,723.1708,1035.467,1527.619,1434.264,1485.609,1141.363,2393.62,2324.09,2307.38,2275.466,2259.164,NA,"Fri Apr 27 20:37:36 2018","Max formant: 5000 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WE","welsh",42914.13269,"34","M","Bangor, Gwynedd","Cymru, DU","PhD/MD/JD","46.762",32.688,40.33,13.08,54.48,54.48,54.48,38.59,"196.052",138.838,"57.214",5000,-0.54701391759917,0.115255699811417,0.590716555868884,"short","unpredictable","short"
