"","subject","filename","word","vowel","start","end","duration","f0_20","f0_50","f0_80","f1_20","f1_40","f1_50","f1_60","f1_80","f2_20","f2_40","f2_50","f2_60","f2_80","f3_20","f3_40","f3_50","f3_60","f3_80","Analyst","Date","Settings","Praat.Version","OS","group","language","time","age","sex","city","country","education","history_welsh","history_other","use_welsh","use_other","proficiency_welsh","proficiency_other","attitudes_welsh","attitudes_other","score_welsh","score_other","dominance","hz.max","f1_norm","f2_norm","f3_norm","syll_type2","unpred","length"
"3260","ar_006","welsh_006_production_w_20171115","ffit","i",380.142885159573,380.274333972905,131.448813331928,229.347380677211,218.118385253642,213.168287886493,433.238055248684,416.364127857637,411.214439497364,412.511461748612,426.058440309196,2587.0857034879,2723.20750075769,2768.51719286086,2687.16582238037,2523.12064564788,2801.56311579758,3169.17240534893,3322.54005717688,3177.6546968385,3131.48432137117,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-1.27539402422188,0.631558293160169,0.813975993595426,"voiceless","predictable","short"
"3268","ar_006","welsh_006_production_w_20171115","cwt","u",398.972350625564,399.056777956063,84.4273304987268,259.032964045026,NA,NA,880.324994971861,834.611739639551,817.259810189734,815.939730070307,747.253362218602,1544.00784721193,1622.14671648689,1652.25520660365,1695.58143358407,1702.87476595698,2580.31673477272,2647.31788642584,2883.20963771612,3143.36907823607,3110.10168614259,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.588551803820171,0.115387572310389,0.672150556868059,"voiceless","predictable","short"
"3269","ar_006","welsh_006_production_w_20171115","cwt","u",401.022139988525,401.091925639221,69.7856506956782,259.748601011298,257.905850877985,256.037617651025,525.774981227673,533.30501873526,527.684076043632,521.357103936284,503.212174215817,1290.83278093315,1314.16517904733,1327.93865214743,1393.02127840981,1526.83553276846,2711.07875666123,2744.02935791208,2775.94147383239,2800.8972820863,2844.08060878319,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-1.02601108945295,-0.103125719958243,0.63423638523559,"voiceless","predictable","short"
"3270","ar_006","welsh_006_production_w_20171115","cwt","u",406.100932277673,406.195223963981,94.291686308793,259.728965548208,251.926238149083,250.311274764353,523.584141728403,525.273356282924,528.619808235972,527.526153610486,513.400567433798,1603.01774051105,1570.48683515848,1596.09569577216,1587.92475520803,1605.90345799967,2533.44333899269,2544.08581796266,2541.38129762544,2585.24629436938,2669.43670332465,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-1.0242393787719,0.0808068827137784,0.545954176904499,"voiceless","predictable","short"
"3271","ar_006","welsh_006_production_w_20171115","tw:n","u:",420.044283519859,420.162893012277,118.609492417817,208.087670720238,212.781842202806,208.927656422496,420.597966902992,474.826303328192,510.012441395956,478.377572188567,974.250992440209,1329.90783511075,1269.63857290976,1277.12384398595,1230.27328779016,2554.91108481099,2681.98687383277,2516.05224658797,2581.50073046766,2614.26088899085,3639.90891519344,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-1.0600737329406,-0.142143021513347,0.561617334026697,"long","unpredictable","long"
"3272","ar_006","welsh_006_production_w_20171115","tw:n","u:",421.805607297464,421.976867097121,171.259799656866,214.107850486958,206.99592967466,206.138866774776,568.037288270359,558.467609438787,518.66451405202,482.555209034172,498.066856823343,1360.0471113375,1169.82212643316,1101.46908706216,1048.19015546403,1093.51217239507,2597.94473202584,2492.13711341411,2453.34588254106,2445.47655181136,2436.36545708908,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-1.04325158747915,-0.290108751807994,0.510699184952469,"long","unpredictable","long"
"3273","ar_006","welsh_006_production_w_20171115","tw:n","u:",423.684637188208,423.807897959183,123.260770975036,216.417729699763,208.877019874004,205.914610763371,447.604963684512,470.530600988517,467.25406937204,424.105823902192,405.144739323438,1351.32374058526,1233.86219679383,1200.83375074315,1145.57671953948,1174.79832418666,2601.12961523333,2540.62260845148,2514.47239939246,2487.75216689936,2452.31537570347,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-1.14763569776126,-0.203737466449821,0.535309425717465,"long","unpredictable","long"
"3274","ar_006","welsh_006_production_w_20171115","lle:n","e:",427.349755483314,427.478159837578,128.404354264148,239.958464332433,243.548852940581,245.767058416673,903.475405861653,918.941696873524,899.022125253281,883.120296611798,771.196026856015,2075.77475030258,2135.10036348263,2145.86587536614,2149.60575414049,2092.94850870293,3153.68344651736,3209.88934675828,3240.94977221529,3223.09765947748,3152.04515904371,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.493201208126409,0.37678956815261,0.789112852146533,"long","unpredictable","long"
"3275","ar_006","welsh_006_production_w_20171115","lle:n","e:",429.979562954135,430.124353936977,144.790982841698,207.124743281106,207.144504389052,208.058121922023,808.08387368895,830.051972763848,839.119562818213,831.125319698676,826.93063430957,2239.6941211415,2253.86750208703,2247.79382917009,2212.49730550941,2097.29980815063,2904.02680761931,3070.72703998836,3105.18627172435,3128.1453030915,3219.46644961937,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.562155650602559,0.423195640549604,0.746320130206255,"long","unpredictable","long"
"3276","ar_006","welsh_006_production_w_20171115","lle:n","e:",432.194212698412,432.331180659854,136.967961441428,214.330218008321,210.574052581424,211.88032197805,822.052585776212,824.181980246195,831.100618683298,825.355442815773,828.637979394,2228.85749896719,2235.20049341243,2210.75479041893,2172.95808966246,2131.8838368149,3029.54207422693,3147.46701342768,3151.77957030071,3178.20717312139,3220.94278528133,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.57175798428176,0.406580417073054,0.761213661996639,"long","unpredictable","long"
"3277","ar_006","welsh_006_production_w_20171115","lle:n","e:",434.084565759637,434.236759637188,152.193877551042,209.371290916606,203.338109648706,199.946824577961,785.860144974555,807.782488445709,812.192355338361,809.986755228596,802.63902893818,2230.06789146742,2175.94358027888,2136.42155105299,2073.37937249059,2001.03105654663,2769.51342620152,2859.23913481965,2921.28806612477,2955.5470572674,3149.53644743459,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.594771650337184,0.372378682714511,0.685271063278575,"long","unpredictable","long"
"3278","ar_006","welsh_006_production_w_20171115","cot","o",436.122104639608,436.223029272315,100.924632706266,268.285369135755,229.218049579689,NA,809.932375874904,851.178541637794,848.243865547052,813.757895729027,739.865928900023,1316.19249512104,1245.73255662068,1269.11609282132,1318.96950327819,1399.85324353244,2588.5468957473,2673.20446179119,2707.41118736794,2716.78710527107,2884.7380731634,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.551340681509923,-0.148432906020701,0.609239322632166,"voiceless","predictable","short"
"3279","ar_006","welsh_006_production_w_20171115","cot","o",438.072664524373,438.172912164866,100.247640492625,NA,NA,NA,751.074167525904,762.982150067083,762.921937797101,756.82952669098,723.879838026525,1279.84582329305,1341.16507148311,1385.77658503532,1444.8250896279,1551.76962980246,2661.48680538972,2716.49770280863,2725.85199505755,2751.72531563291,2835.52484811698,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.657353136776273,-0.060492880556974,0.61602746371105,"voiceless","predictable","short"
"3280","ar_006","welsh_006_production_w_20171115","cot","o",439.807955607298,439.948347694633,140.392087334589,238.54186596559,234.238851124872,229.861243068364,627.600850411392,634.444147672302,638.375725543126,646.168976116183,655.159150228394,1180.43814639981,1160.81667348614,1145.15759529899,1155.08726025324,1334.08947779263,2614.65226842576,2652.96495585501,2724.89144145119,2739.42422901476,2797.1025611862,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.835581831741393,-0.251211308922617,0.615675015048773,"voiceless","predictable","short"
"3281","ar_006","welsh_006_production_w_20171115","cot","o",441.851455348096,441.926440557175,74.9852090785907,108.610138947622,107.520376685346,101.892244377149,781.603338766884,779.579837732205,759.453265390079,760.674847806783,754.977070708835,1286.63689026137,1327.99980211668,1345.62982441909,1384.84459078323,1477.64491425586,2633.72761471481,2649.46473857986,2665.52982221651,2720.42157501766,2898.02368593191,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.661910066503167,-0.0898913998805755,0.593649271170815,"voiceless","predictable","short"
"3286","ar_006","welsh_006_production_w_20171115","bat","a",453.637244526225,453.752082624716,114.838098490793,215.730077410795,204.544071031269,NA,862.910348925848,967.800063372178,976.058560745016,967.209416964314,929.016889836868,1522.563806749,1583.61397377355,1572.61928329657,1562.19103228953,1633.06541963326,2598.50134855392,2657.39309871728,2638.14816705194,2629.88603324389,2598.98755480299,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.410986267878998,0.0659889882747109,0.58332364487817,"voiceless","predictable","short"
"3287","ar_006","welsh_006_production_w_20171115","bat","a",458.096830950589,458.233210920731,136.379970142513,211.869100818795,208.520129358077,213.377868855442,908.289673893963,976.365299008694,975.32208087169,976.90806319776,902.393118246149,1588.6528306407,1627.29242554747,1628.0155665454,1650.24836202603,1701.12056677929,2714.35230188363,2900.56705058518,2935.14051953023,2983.1622812614,3052.32977040122,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.411741097452059,0.100608255021393,0.690001755043029,"voiceless","predictable","short"
"3288","ar_006","welsh_006_production_w_20171115","bat","a",459.784967859607,459.935000632811,150.032773203633,195.904612474718,194.30847342087,102.057017075927,868.510038830543,948.314279987316,960.35033102218,971.507668863639,894.526585727556,1450.54157474129,1545.33702699254,1587.11851509767,1659.24959903352,1767.83469892408,2642.80805951355,2754.48120411846,2785.1506428095,2860.32866474344,2883.77290088779,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.427210707215549,0.0751665431831254,0.637548388418482,"voiceless","predictable","short"
"3413","ar_006","welsh_006_production_w_20171115","cyn","ɨ",37.5853016734119,37.6876885924973,102.386919085383,176.087539055921,176.076344472082,178.004681388313,783.742273261929,844.082966701003,832.447277826361,816.017147759737,780.29715943593,1161.22486076853,1216.72057361448,1236.98576036363,1251.46841557559,1352.92552710126,2613.58640709483,3060.48852273293,3033.74692735403,2930.88988827026,3159.28313406821,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.570138963344585,-0.174075992357169,0.723044890963759,"short","unpredictable","short"
"3414","ar_006","welsh_006_production_w_20171115","cyn","ɨ",41.700100869376,41.831467291319,131.366421943006,252.23112280302,239.8040515812,244.899971995082,880.121043073783,897.390933086114,902.677649694529,878.567245524781,797.815238490641,2015.53971415279,2078.69319754664,2099.79715259367,2109.28180654827,1994.33841874769,3081.29736524581,3131.74943480014,3171.01639291499,3238.41719724909,3194.95194572415,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.489143340652425,0.355087171787545,0.76729859090529,"short","unpredictable","short"
"3415","ar_006","welsh_006_production_w_20171115","cyn","ɨ",44.5607833475595,44.6705947510733,109.811403513838,227.90830090005,216.589469536129,212.857031385012,878.695572153005,884.089868932121,884.087669469586,877.555765613675,867.807508314996,2202.90026065166,2139.89264414938,2140.51520812647,2131.28739230443,2064.54240424642,3098.96361667377,3155.5595810823,3155.53724892633,3168.16457381088,3251.39763009188,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.509952621927058,0.374292977245429,0.76240519214421,"short","unpredictable","short"
"3416","ar_006","welsh_006_production_w_20171115","cyn","ɨ",48.1502251129459,48.2564556888047,106.230575858788,242.700165969254,227.544533606444,217.957759834563,814.070502484267,875.905572687172,884.840995114883,886.971626781047,871.021104032428,2157.95663433756,2187.3771874612,2198.31076481296,2159.76664019609,2063.25896917013,3153.54114990631,3188.25644394607,3220.92201968972,3251.28835790435,2937.63635789798,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.509100890926345,0.400935656979382,0.782914085813638,"short","unpredictable","short"
"3417","ar_006","welsh_006_production_w_20171115","cyn","ɨ",51.7784544264441,51.8658453514739,87.3909250298083,212.349846082484,203.989168811456,199.247343510618,848.761002964194,854.393012194702,854.459245483588,855.999708673059,883.830187404203,2122.87962289742,2074.26379955974,2067.50053121646,2048.28654743497,2012.75007348934,2977.65497271312,3019.70218066241,3070.60699536152,3096.84416976516,3193.61512680687,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.544040045829493,0.339586830578979,0.735121686140892,"short","unpredictable","short"
"3418","ar_006","welsh_006_production_w_20171115","cwd","u",54.7003746031746,54.7926146499003,92.2400467257631,297.642878726848,284.942148029757,267.926129512712,550.734461031177,581.498010632099,582.196643121091,570.880654916906,546.127735602383,1173.60678803263,1198.6322154012,1281.56203190974,1360.1174866758,1464.51226736047,2665.18529521749,2801.71725445635,2807.47578183152,2780.08512929357,2818.82391108862,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.927700587812338,-0.138673902918796,0.645532207080053,"voiced","predictable","long"
"3419","ar_006","welsh_006_production_w_20171115","cwd","u",58.0211113250331,58.1250472054649,103.935880431834,268.89984267806,270.727658018274,271.427433002039,521.700143706707,521.820761305841,528.69657905671,532.095592065289,533.683204806828,1325.27359989381,1328.14865565069,1342.65560049541,1349.25460788051,1368.25013104659,2902.28150450074,2911.78049633488,2924.06188829232,2939.27667237597,2949.98585285875,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-1.02409416051596,-0.0921041300539729,0.686220133016875,"voiced","predictable","long"
"3420","ar_006","welsh_006_production_w_20171115","cwd","u",60.8652899877899,60.9811507936508,115.860805860812,210.59408376459,208.902450191172,204.242885756498,485.397090541251,514.646356223809,518.652651863577,505.093595305197,431.598896198398,1267.1876832256,1365.79007400779,1440.25434154721,1467.91218370292,1426.68047095663,2754.09831444046,2825.80805666938,2836.3622563837,2839.34591266908,2863.39672217709,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-1.04327445837887,-0.0219338502075042,0.655768761212244,"voiced","predictable","long"
"3421","ar_006","welsh_006_production_w_20171115","cwd","u",63.8742578668894,63.9643324155058,90.0745486164424,211.447932746577,209.202339382254,208.528933568636,478.430838675022,526.456309515843,529.13990907779,525.333408838795,500.105677635716,1370.49280229623,1393.35343684937,1410.57100410182,1421.53244187927,1404.78169184893,2624.27602700713,2633.66349708082,2656.6263393277,2672.46285432216,2684.94675340684,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-1.02325597795748,-0.042758984412326,0.590303450069588,"voiced","predictable","long"
"3448","ar_006","welsh_006_production_w_20171115","byd","ɨ",152.400598960977,152.607372006094,206.773045116676,207.035790327956,198.773542830195,199.253367063401,398.220881287845,393.392110737978,403.539358509359,416.168461565258,447.887428701644,2798.91445053428,2775.39793140773,2751.81582755322,2626.88104342942,2423.82278532637,3181.6194217193,3177.06910337377,3077.68725778501,3058.7833653372,2990.00044916215,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-1.29423482752831,0.625507420430865,0.737424850323275,"voiced","predictable","long"
"3449","ar_006","welsh_006_production_w_20171115","byd","ɨ",155.079507780123,155.229498929201,149.991149077749,211.694320583659,212.903837170538,215.153166950788,414.955383545616,414.988167857005,420.925761856628,424.724830707046,434.290997954355,2570.42231690884,2579.81718203093,2540.72329952192,2513.82483218488,2283.50221021694,3163.12372110307,3155.63337676328,3149.59179086591,3155.35207429075,3075.46619324861,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-1.25205237275509,0.54569522981098,0.760519279965391,"voiced","predictable","long"
"3450","ar_006","welsh_006_production_w_20171115","byd","ɨ",158.650799040927,158.789228284278,138.429243350685,212.459839054854,210.282563406929,206.687974634758,420.14447375377,417.764547980979,417.093499047713,423.223319928159,430.222877623845,2410.85496870151,2496.58356189305,2491.98782809793,2456.55396843019,2262.67172861321,3030.15132026949,3145.10423952651,3189.77911342082,3141.56300003383,3055.01021289278,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-1.26119843824999,0.526327142249083,0.77319809668425,"voiced","predictable","long"
"3451","ar_006","welsh_006_production_w_20171115","byd","ɨ",160.863970143613,160.970619477131,106.649333518618,204.671376763204,200.114035280424,191.080844319227,391.583679804793,396.678843266632,397.189820380199,395.622010855132,390.983089372806,2281.29551528532,2288.56852116393,2275.4837882437,2268.01914194269,2144.37404030293,3013.63974036225,3033.99642164008,3013.39103267645,2993.67837107911,2831.09733957835,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-1.31009454986149,0.435439109694959,0.716312459291435,"voiced","predictable","long"
"3462","ar_006","welsh_006_production_w_20171115","tan","a",479.320649877573,479.502839113787,182.189236213957,234.934480759395,231.614519888957,239.040737660808,987.691921549558,947.180696599977,921.858823628253,924.046448363352,942.322786777831,1655.32745943831,1604.08666340031,1620.66170065554,1656.73363903805,1854.72881889146,2948.21342178107,2726.77899643851,2897.0365877751,3538.92659487274,3489.64167967281,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.468116761131932,0.0960809487698224,0.676934773973358,"short","unpredictable","short"
"3463","ar_006","welsh_006_production_w_20171115","het","e",487.392111111111,487.431054142587,38.9430314761511,267.292533394242,262.800601045386,NA,871.620776823376,844.861944436705,839.934247519236,843.672676130187,856.690293449146,2157.88952115557,2181.74642249165,2199.16593435623,2222.21580663116,2270.08575333112,2878.67479565144,2609.1849859003,2505.44651788051,2433.50106915352,2355.72188255537,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.561185241244694,0.401324593459346,0.531713395029654,"voiceless","predictable","short"
"3464","ar_006","welsh_006_production_w_20171115","het","e",489.472915343915,489.586212040371,113.296696456302,235.438634238008,226.927810126792,225.245007142581,695.812459806941,762.287506478717,807.971430233162,799.212096781301,740.386929784247,2264.93906834156,2245.39204061734,2180.13242886873,2091.92554666315,1984.17110573445,2701.45378652989,2814.3039617973,2895.00654127728,2874.9402709411,2952.37732884714,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.599982153981813,0.392632047870136,0.676233796257649,"voiceless","predictable","short"
"3465","ar_006","welsh_006_production_w_20171115","het","e",492.126064794712,492.247926633018,121.861838306585,217.733554215702,213.498165553071,208.135799880164,725.285601929396,787.695487868226,803.641548139626,801.295062599233,743.508417541897,2223.18390458267,2203.85902639547,2181.36829564461,2116.57692590432,2070.83368271051,2894.48921506275,2942.94443213705,2984.11646401872,3019.58277021641,3100.41189292146,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.60535551913798,0.393198764185009,0.706550136803457,"voiceless","predictable","short"
"3466","ar_006","welsh_006_production_w_20171115","het","e",494.387843000999,494.495814038153,107.971037153788,210.09441976901,199.814456426818,196.480789680523,707.902606791453,739.100385860547,742.299381517614,732.441490234762,664.638257875479,2192.83971069284,2172.30274372317,2177.15741366828,2163.90932334401,2047.70396256756,2693.62734385894,2839.34408130794,2931.06709565311,2967.38016864835,2999.07989541506,NA,"Thu Apr 26 12:51:45 2018","Max formant: 5500 Hz, Number of formants: 5, Window length: 0.025 s","6.0.36","OSX","WS","welsh",43055.66197,"22","F","Trelew","Argentina","Some graduate school","5.902",41.314,7.63,43.6,22.7,47.67,36.32,52.21,"72.552",184.794,"-112.242",5500,-0.68475621232964,0.391266512975626,0.688612978920862,"voiceless","predictable","short"
