subject,word,vowel,start,end,duration,f0_20,f0_50,f0_80,f1_20,f1_40,f1_50,f1_60,f1_80,f2_20,f2_40,f2_50,f2_60,f2_80,f3_20,f3_40,f3_50,f3_60,f3_80,age,sex,f1_norm,f2_norm,f3_norm,v_length
ar_027,twn,u,317.4615314,317.5523598,90.8283601,180.2819008,177.687139,171.9769498,410.1335237,395.5654309,386.5939879,381.8520709,374.4828678,1227.306532,1214.702291,1250.477065,1272.235285,1400.912142,2702.907136,2702.38104,2683.221041,2664.958879,2698.985151,CHECK,F,-1.217472052,-0.043566658,0.719926165,short
ar_027,ffon,o,643.2031629,643.3278286,124.6656564,192.7345514,179.5183236,161.0332802,594.1855216,636.4005731,688.3778245,666.8709275,639.2169988,966.5802891,934.7721932,915.9546951,979.6590983,1170.340299,2867.194046,2784.177304,2819.894465,2790.374998,2720.163671,CHECK,F,-0.640509217,-0.354880164,0.769607672,short
ar_027,ffon,o,645.8200485,645.9785613,158.5127682,187.3558206,180.0277172,166.2925685,634.4844638,719.5339868,654.9604306,648.4196834,638.8188746,860.8236323,750.4468428,916.0539342,989.2952366,1164.358296,2970.891225,2829.446985,2836.90795,2790.420625,2856.282685,CHECK,F,-0.690272245,-0.354771825,0.77562292,short
ar_027,ffon,o,648.1030158,648.2507294,147.713603,180.8014495,176.7081662,170.7487899,644.09725,630.1500899,637.1581268,636.6500669,594.3843051,1042.591072,1015.770839,1009.790902,1018.551046,1200.629552,2708.673206,2777.210054,2801.541571,2779.694772,2721.095871,CHECK,F,-0.717829206,-0.257348507,0.763078038,short
ar_027,ffon,o,650.2094089,650.3764383,167.0294103,180.7083668,174.9213033,162.9637905,611.2376839,651.9418059,649.4045063,634.0718877,638.0995224,979.4710703,960.1131986,997.0293299,1021.679602,1132.549783,2754.861448,2824.520073,2791.450596,2826.861486,2736.0134,CHECK,F,-0.698791269,-0.27006688,0.759469599,short
ar_027,tw:n,u,558.950859,559.1896731,238.814094,197.7401403,188.3225094,170.6237256,393.8610834,394.3468072,400.4374563,403.7768462,378.2530882,962.1919207,857.4068487,849.3514707,818.2160034,887.4182092,2937.574934,2909.59919,2891.109291,2902.718136,2711.700859,CHECK,F,-1.182289478,-0.430373985,0.794548477,long
ar_027,tw:n,u,561.7267662,561.9579696,231.203334,180.145613,174.6636541,165.4898353,373.5069887,365.0012466,365.1410252,384.1968115,435.7080734,989.0854881,854.5169347,825.2766826,838.2841678,963.8354813,2835.265944,2833.410918,2808.705936,2833.626238,2728.549871,CHECK,F,-1.274563418,-0.459128365,0.765632067,long
ar_027,tw:n,u,564.7484514,564.9830068,234.5553744,184.1976558,171.0173622,154.9453429,387.6279664,384.3738077,370.7977249,361.2502364,388.1276469,958.5517184,873.8624315,864.7186838,837.9196699,855.0331125,2875.850114,2874.311972,2836.064348,2781.436949,2731.527807,CHECK,F,-1.25919037,-0.412442835,0.775325509,long
ar_027,tw:n,u,567.7968103,567.9961111,199.3008314,186.8609074,177.9572101,163.9340324,401.5721675,391.1927128,394.9229615,497.7296299,411.7947259,881.3135615,824.5215373,833.320456,828.0655355,1085.887527,2932.404971,3082.862324,3067.643346,3114.650652,2823.101129,CHECK,F,-1.196156356,-0.449428799,0.853817838,long
ar_027,cy:n,?,601.7417498,601.9104935,168.7436846,199.3137864,192.4547235,181.4121296,392.5069539,430.5887358,444.342655,447.730607,398.0064902,2389.096201,2452.654017,2465.658158,2452.35198,2368.658945,3065.359476,3089.667298,3116.847376,3113.747691,2916.704594,CHECK,F,-1.078251058,0.635366984,0.869730246,long
ar_027,cy:n,?,606.6102087,606.6920972,81.88850237,198.1240978,194.6801873,190.7697908,416.1399455,418.1092435,422.0331737,430.1968941,432.6343079,2261.877573,2289.689958,2296.579447,2290.035861,2236.272145,2887.334376,2869.427345,2930.667085,2956.040562,2794.011697,CHECK,F,-1.129763146,0.56432903,0.808138282,long
ar_027,cy:n,?,609.2493216,609.3203586,71.03691348,186.7690289,182.4311213,181.4048041,413.1454211,409.9694411,409.9179803,418.2780846,428.8264126,2217.20878,2174.306178,2169.707359,2163.847199,2113.237462,2912.765661,2882.661335,2884.486909,2883.146743,2847.953839,CHECK,F,-1.158889976,0.507500512,0.792255248,long
ar_027,cy:n,?,611.8739933,611.9520806,78.08734725,184.7988235,179.3347672,175.2119548,411.5016505,402.9584083,395.0967005,387.9414226,396.1701224,2227.900062,2236.406775,2248.563482,2255.705834,2235.637917,2916.232617,2885.040141,2866.681976,2866.494656,2908.855979,CHECK,F,-1.195716522,0.543199771,0.786063466,long
ar_032,cyn,?,581.4177165,581.4931692,75.45277187,156.8576048,157.4784002,159.1084102,367.591446,368.5668993,370.888051,370.330453,372.7839365,2686.902923,2656.232538,2648.332356,2649.837508,2547.008202,3021.841495,3040.189965,3081.370908,2938.74491,2978.10297,66,F,-1.303412112,0.662373041,0.813817497,short
ar_032,pin,i,607.9978707,608.1135729,115.7022792,144.9661685,149.4754247,150.3870456,386.6061443,374.4028764,386.8242563,368.284196,360.405133,2693.149874,2708.606487,2684.580261,2708.363526,2743.363764,3024.281731,3111.914325,3081.444132,3122.085421,2983.549282,66,F,-1.261341908,0.675967287,0.81384126,short
ar_032,pin,i,609.3817827,609.4989991,117.2163799,140.2708114,129.2686542,127.9819855,384.2147684,415.3372261,431.0552625,455.7574878,472.2865188,2592.828167,2631.028047,2695.933704,2555.457779,2392.600219,3000.296208,3046.524691,3066.536521,2755.526804,2416.50548,66,F,-1.153076079,0.680187501,0.808991655,short
ar_032,pin,i,606.2406374,606.3139878,73.3503974,172.4537614,167.6486595,157.9113916,465.9975359,446.1537373,442.4757086,442.5591238,420.4080574,2621.732003,2662.088051,2674.462396,2717.825556,2598.906178,3044.867535,3078.088156,3080.972897,3075.642923,3068.250165,66,F,-1.126926813,0.672191286,0.813688322,short
ar_032,pin,i,610.6887743,610.7773691,88.59487112,153.2067095,145.6207374,142.6948628,419.672513,386.3207587,377.6115891,376.794371,374.6791356,2600.597097,2676.664245,2691.599442,2674.562987,2632.274413,2979.385959,3044.869267,3071.211568,3064.524008,3129.359667,66,F,-1.285446255,0.678578504,0.81051503,short
ar_032,ffon,o,486.5197493,486.6186029,98.85355826,155.1611048,147.2660032,126.6554576,601.8087263,692.9472741,712.4937552,747.9430951,738.5917564,1084.415771,1147.613285,1206.719099,1266.283034,1312.804497,2579.592618,2554.555535,2601.342038,2597.347521,2583.216715,66,F,-0.650541233,-0.123651913,0.644470379,short
ar_032,ffon,o,488.9090476,489.0507104,141.6627571,152.0051923,143.5766415,142.5123235,729.7635257,745.944205,716.9376449,636.1406963,738.1361109,1172.574645,1270.84964,1283.299457,1280.806181,1334.698698,2594.361871,2507.516424,2490.48597,2424.275305,2571.672754,66,F,-0.64432351,-0.062122639,0.600920759,short
ar_032,ffon,o,490.3392721,490.4600964,120.824263,142.7079663,133.2712465,134.1704693,691.929722,718.5427639,723.284283,707.3954843,595.9989573,1151.331276,1162.239481,1217.69691,1261.704878,1341.054754,2636.317757,2464.525987,2456.049118,2515.901242,2613.571497,66,F,-0.635510036,-0.114595805,0.586996908,short
ar_032,ffon,o,491.7548323,491.8653525,110.5201677,135.3032735,128.6419766,129.4269049,710.488103,711.693226,716.3074616,725.2278931,705.5258066,1252.98768,1246.668799,1238.469826,1260.249173,1337.756509,2451.970856,2391.365914,2399.102412,2460.392449,2714.250825,66,F,-0.64520289,-0.097680495,0.563537571,short
ar_032,tan,a,538.7312058,538.8524895,121.2837068,140.6771281,132.9009324,121.818452,702.2217308,762.981554,774.467563,723.8367378,758.7354213,1842.976822,1697.3087,1679.111925,1696.16686,1694.544041,2451.602245,2510.717185,2464.322759,2323.585632,2294.021203,66,F,-0.567136602,0.206707936,0.590359926,short
ar_032,tan,a,541.0500527,541.1795769,129.5242604,140.0573513,137.6669607,139.840775,816.1479491,882.7530329,826.4558828,810.3139042,791.2256521,1804.917929,1719.829353,1661.305449,1662.708079,1642.555232,2618.044115,2518.445111,2420.058274,2478.705346,2483.755489,66,F,-0.502165842,0.196046607,0.572234519,short
ar_032,tan,a,543.5904695,543.6938804,103.4109052,148.8548256,141.1920344,136.1799377,788.0894791,845.0727159,900.4579831,880.8178934,797.9730046,1737.646552,1782.796402,1746.527812,1734.716531,1718.378468,2277.923077,2423.379591,2402.913837,2493.81276,2465.877297,66,F,-0.416408876,0.246072609,0.565124999,short
ar_032,tan,a,544.9539116,545.0497285,95.81695641,NA,136.1341399,130.2453711,742.5635978,738.2006715,729.7041914,736.147392,674.9555776,1837.18331,1791.866067,1801.677441,1751.826532,1683.254332,2735.334,2086.003219,2310.507418,2547.877526,2507.90332,66,F,-0.626673145,0.277161042,0.525910061,short
ar_032,cy:n,?,566.6237648,566.8310727,207.3078468,188.5922275,191.1799388,175.1223094,359.453811,361.7402589,370.3204286,375.9978547,351.2632742,3020.503246,3038.382734,2640.194434,914.6980474,2558.961771,3553.465399,3652.149009,3462.651626,3028.415116,3228.600234,66,F,-1.304943726,0.659295463,0.93047756,long
ar_032,cy:n,?,571.8422101,572.0582396,216.029437,182.0371725,174.0649289,164.5036095,367.7964154,357.3233275,355.6852378,353.4062284,343.9891579,2965.853163,2668.305758,2859.175342,2552.810391,3076.876569,3004.378794,3119.81256,3006.838504,3096.723919,3218.561059,66,F,-1.345266204,0.73897614,0.789332095,long
ar_032,cy:n,?,573.6733084,573.8903154,217.0070089,156.7974286,142.6002779,139.4335177,324.8310487,297.6467968,284.6680832,287.7362978,322.1809951,2931.4173,2820.421146,2868.634433,2829.91452,2749.271075,3094.990533,3048.985357,3044.657002,3101.492064,3169.95452,66,F,-1.567988499,0.742279008,0.801831151,long
ar_032,cy:n,?,575.324554,575.5343481,209.7940287,135.0870957,133.9609121,NA,289.6890278,282.2692311,276.1935976,296.2064747,379.5987639,2805.72952,2856.120022,2900.751949,2663.268175,2704.530629,3278.847021,3143.938205,3023.293768,3078.156773,3125.680645,66,F,-1.59821032,0.753412895,0.794789788,long
ar_032,cyn,?,576.9508605,577.0021536,51.29310483,189.4916428,174.9920341,167.7082184,391.796158,390.6953655,395.211933,405.609801,411.986059,2582.66523,2658.77373,2726.325402,2632.967749,2391.111798,2941.923311,3039.475579,3200.233547,3200.21254,2991.522857,66,F,-1.23989022,0.691397595,0.851666689,short
ar_032,cyn,?,578.786982,578.8475255,60.54346569,173.333707,163.8954831,162.0221283,409.9636715,455.2402469,465.3542666,461.7892762,468.7354411,2661.307727,2620.811306,2614.62614,2612.642495,2536.076367,3064.692455,3097.526772,3081.990087,3067.381933,3026.959781,66,F,-1.076513401,0.649564019,0.81401842,short
ar_032,cyn,?,580.1047372,580.1673547,62.61746804,176.4274371,176.133893,176.7731918,393.2448556,400.3344164,402.6541717,393.7892402,393.3599114,2749.869449,2727.057163,2742.782875,2630.751825,2414.616839,3136.430564,3119.875928,3113.48152,3104.580581,3073.084042,66,F,-1.221234321,0.697415952,0.824184459,short
ar_032,lle:n,e,278.8042073,278.9838435,179.6362563,136.8912511,135.9357554,122.3117924,625.0645918,673.0971607,686.7233071,691.5207531,670.9302871,2200.949382,2245.206975,2206.794101,2196.613794,2081.688579,2987.982664,2839.316989,2987.527302,2927.502366,2809.43421,66,F,-0.687380924,0.479983728,0.782888955,long
ar_032,lle:n,e,281.2209452,281.4960266,275.0813502,133.3545864,137.9152722,136.1303202,570.47813,553.2245118,553.5681069,531.2753297,531.8262996,2374.976622,2301.736778,2298.391822,2306.365775,2144.810237,2959.669973,2436.878822,2878.68367,2905.42376,2538.047877,66,F,-0.902927588,0.52065257,0.745776029,long
ar_032,lle:n,e,283.1319761,283.357751,225.7748984,138.4106577,128.0743264,125.0404861,512.4318392,513.098581,503.8193996,502.4403219,499.2933806,2389.127743,2410.56138,2303.597612,2333.367964,2197.666265,2902.128065,2871.846385,2870.850505,2819.659667,2737.344823,66,F,-0.99709451,0.522914979,0.743051228,long
ar_032,lle:n,e,284.9946989,285.2194045,224.7056185,131.1384331,126.0175866,123.9459297,518.8856209,495.3816904,496.2470062,493.6172832,495.4206993,2243.845154,2301.160291,2321.58235,2340.374617,2268.914824,2924.17735,2877.933691,2807.789896,2796.741418,2733.464897,66,F,-1.012238581,0.5306919,0.720840559,long
ar_032,ffo:n,o,301.6588927,301.8700084,211.1157625,137.3267187,129.6944408,119.7446018,530.2844612,530.1360754,521.5105991,523.9772278,586.8081862,805.5855596,803.21407,803.1595016,879.7801662,1088.619065,2893.87097,2856.018952,2884.004709,2876.440236,2873.141416,66,F,-0.962582782,-0.530759054,0.747622751,long
ar_032,ffo:n,o,303.7419792,303.962415,220.4357685,137.5493804,136.6672473,141.0708528,549.0089265,556.3782688,541.8966792,547.8783571,560.2109625,844.7762034,868.5306474,915.6428876,1007.367951,1305.762881,2856.86412,2867.174234,2814.370183,2727.670603,2569.949731,66,F,-0.924237026,-0.399685952,0.723181399,long
ar_032,ffo:n,o,305.3726965,305.5611353,188.4387755,141.6550104,136.0664529,135.0629115,560.9076729,553.4136726,541.4484012,552.6082553,559.1285395,890.5624076,926.5530604,928.4959339,951.2122269,1142.955167,2813.940118,2802.255946,2727.624953,2649.919831,2505.644005,66,F,-0.925064607,-0.385746378,0.691874149,long
ar_032,ffo:n,o,306.9821769,307.1591435,176.9666048,130.8864468,130.2253023,127.6162789,525.480296,518.173145,535.6930875,571.1901857,557.8135698,923.5888467,932.3924524,1029.217234,1091.376249,1267.445064,2655.326449,2530.010009,2415.769664,2399.130103,2335.548089,66,F,-0.935750981,-0.282758555,0.570460837,long
ar_032,pi:n,i,408.2729676,408.470535,197.567425,167.4497403,162.7439829,145.0509936,334.7961038,328.9111341,330.1746434,324.2057713,302.584737,2984.614608,1788.028804,2964.185646,2985.742432,2943.906794,3142.774629,3192.393381,3429.321691,3578.51271,3331.576943,66,F,-1.419690643,0.775045238,0.920805383,long
ar_032,pi:n,i,409.9599735,410.2099773,250.0037793,146.2540411,140.3934962,144.6204818,308.245741,295.6817324,293.5754021,293.8659969,340.1607813,2224.706736,2142.286456,1861.674499,1915.660303,2509.456163,2949.788898,2977.819711,2887.968508,2888.114499,3120.694852,66,F,-1.537177867,0.30991925,0.748996215,long
ar_032,pi:n,i,411.7078647,411.8902546,182.3898852,137.4673785,135.7840049,135.3187797,291.327471,295.6388464,300.0706703,304.9325637,304.8981527,2662.878045,2190.32046,2851.00756,2359.47261,2201.434703,2890.470545,2851.227085,3442.130835,3379.591503,2729.092363,66,F,-1.515294366,0.73611536,0.924533607,long
ar_032,pi:n,i,413.2372619,413.4236437,186.3818027,137.1839615,132.5119668,130.9118638,285.4340767,305.194243,318.8198858,333.3027024,404.030722,2766.581135,2766.587171,2765.763856,2795.967288,2695.506291,3201.906551,3136.926617,3284.365323,3213.815874,3119.832972,66,F,-1.454686058,0.705759755,0.877616328,long
ar_032,ta:n,a,70.25346423,70.54033096,286.8667236,147.761126,134.9030989,124.6094716,691.3558571,760.8612775,888.904271,1033.044001,905.113709,1765.257976,1750.072256,1731.598742,1581.70742,1691.330847,2271.123245,2072.065438,1959.962893,2332.53923,2256.351735,66,F,-0.429322832,0.237488009,0.36136844,long
ar_032,ta:n,a,72.91958806,73.22101256,301.4245014,144.3549607,137.8495463,133.3079382,750.0579886,819.048035,786.2333898,835.2172147,717.0890004,1771.223275,1702.770791,1743.555233,1742.328514,1700.871025,2383.899288,2259.489369,2331.001182,2505.862386,2261.833426,66,F,-0.552058698,0.244369165,0.534740766,long
ar_032,ta:n,a,75.17341785,75.41592404,242.5061843,128.6367643,123.7676705,121.5971422,801.7815994,707.43887,680.445408,780.1245379,687.6862534,1772.032446,1750.357838,1702.682587,1658.688503,1671.652911,2496.095351,2303.879234,2253.480135,2289.763152,2341.314498,66,F,-0.696564785,0.220647899,0.500918647,long
ar_032,ta:n,a,78.10286008,78.28644835,183.5882701,129.8752032,125.4033337,127.6556349,870.2278346,874.9677575,817.0242548,795.1366822,787.4651353,1741.021203,1818.400184,1786.770192,1759.087312,1722.244294,2241.116629,2640.269373,2195.315733,2646.076819,2696.43884,66,F,-0.513643598,0.268852527,0.474768777,long
ar_032,llen,e,81.43843276,81.53621294,97.78018029,183.2240426,161.6209937,149.5544108,618.3578374,589.1284417,559.6012249,520.2203252,532.256787,2290.432766,2240.639785,2228.310781,2260.511526,2253.607754,2928.61722,2894.809348,2643.275365,2826.634421,2426.313164,66,F,-0.892087948,0.4896867,0.660461716,short
ar_032,llen,e,83.4727804,83.6032209,130.4404961,163.2028524,157.482445,143.1464399,631.953174,661.3860701,676.3271083,702.5295209,676.5948286,2236.938455,2208.127052,2232.544365,2172.967356,2081.658342,2717.109771,2957.979478,2939.721342,2944.718473,2887.016353,66,F,-0.702635533,0.491584805,0.766757694,short
ar_032,llen,e,86.05088105,86.15531293,104.4318783,136.1466152,135.5358527,130.2646564,645.7440599,649.713221,609.6650305,600.5141228,581.3637186,2213.076031,2226.238197,2215.505589,2193.572088,2092.342506,2929.784893,2895.192992,2906.502406,2904.636376,2885.43452,66,F,-0.806402704,0.483923533,0.755393335,short
ar_032,llen,e,88.23494398,88.34195985,107.0158768,125.4971912,118.8988471,117.8605326,633.5121872,627.4552967,634.4421222,639.9223253,629.0412614,2220.47303,2219.472321,2190.987892,2139.685728,2090.882185,2928.596374,2889.090696,2889.756099,2868.272365,2819.873371,66,F,-0.766566315,0.472795433,0.749615003,short
ar_032,twn,u,157.5674954,157.7206122,153.116834,162.557918,149.6244533,138.3185178,468.3913092,437.5190327,413.4507132,415.3808966,485.6283625,1016.960481,907.4437922,871.7271838,863.819707,835.0541921,3236.935781,3191.606329,3295.94467,3367.227159,2998.444735,66,F,-1.194774067,-0.448835868,0.881135724,short
ar_032,twn,u,160.4861991,160.5960506,109.8514962,148.5031055,140.903291,136.7886498,459.1517981,475.2091821,518.1238729,516.2810452,539.8261851,933.2908845,858.948868,958.8147364,892.8300182,1044.31933,3111.674228,3134.808641,3223.023393,3183.19837,1780.230318,66,F,-0.96909803,-0.353614508,0.85876276,short
ar_032,twn,u,163.540034,163.6814021,141.3681028,140.6629776,132.2129211,127.4028648,493.9966002,548.8373145,532.5392141,512.283465,446.1798637,1423.321701,1501.737518,1485.495938,1196.269449,1373.975479,3076.692422,3078.575147,3170.383406,3054.896269,3009.7157,66,F,-0.941655844,0.08419158,0.842295428,short
ar_032,twn,u,166.1002415,166.2438435,143.6020828,136.3125804,131.8901071,127.9451261,474.5364607,493.5712839,504.6840973,496.2078917,479.3051123,1145.766754,984.5003908,1018.662803,981.8332122,1244.334432,2956.904151,2938.983034,2949.947043,2897.195349,2967.677416,66,F,-0.995379696,-0.293066311,0.770230118,short
uk_026,ho:m,o,419.0848,419.3718,286.9948,212.0923,192.3908,184.8875,670.5137,731.9947,577.7854,638.8179,583.967,1324.195,1430.016,1583.108,794.8893,799.6334,2334.124,2564.887,2834.963,2835.353,902.4257,22,F,-0.869389857,0.138552906,0.721191789,long
uk_026,him,i,489.1669,489.2568,89.88925,217.314,207.8706,203.9196,416.6354,412.2018,418.6005,407.6897,409.9061,2675.618,2649.393,2675.58,2691.463,1870.934,3052.041,3094.233,3030.529,3107.66,2990.444,22,F,-1.191675372,0.663329082,0.787900095,short
uk_026,hum,?,506.2908,506.4206,129.8731,205.039,197.7575,192.139,412.846,395.8959,393.1552,387.0399,372.9486,2391.557,2364.892,2382.293,2339.976,2255.249,3385.715,3344.022,3304.599,3326.703,3318.861,22,F,-1.254387931,0.547226372,0.874478038,short
uk_026,hom,o,449.8009,449.9275,126.6888,209.6559,198.9232,187.2913,892.1534,890.7176,876.9856,923.071,795.7963,1098.269,1204.594,1170.002,1072.632,1093.004,2544.509,2771.275,2751.358,2702.351,2644.595,22,F,-0.452101803,-0.163831639,0.691257511,short
uk_026,hu:m,?,471.2373,471.542,304.651,212.6627,197.6776,188.0307,250.0809,346.0589,373.7435,362.8647,355.808,859.6624,2379.062,2483.086,2436.817,2328.255,2620.544,3456.983,3468.871,3444.061,3417.327,22,F,-1.305022643,0.588665044,0.922992084,long
uk_026,him,i,392.3794,392.4793,99.93831,214.0261,204.0613,199.1859,473.8418,458.1234,456.6908,472.0654,499.4139,1867.697,1892.047,994.0362,1348.203,2190.799,2845.608,2842.356,2427.373,2700.94,2944.469,22,F,-1.104585801,-0.326818752,0.565972506,short
uk_026,hu:m,?,325.7269,325.9789,252.0752,209.9917,201.1818,191.3031,257.2996,365.802,376.8978,373.8365,365.8079,1471.734,2506.483,2438.179,2404.959,2385.178,2878.427,3460.175,3468.287,3443.398,3427.496,22,F,-1.296618313,0.570414352,0.922823715,long
uk_026,he:m,e,342.0661,342.3229,256.8053,216.4326,207.0346,200.0665,621.2623,651.862,623.7764,614.6953,668.2777,1119.895,2293.249,2298.067,1241.135,2257.593,2587.293,3120.692,3043.315,2359.402,3008.133,22,F,-0.792800405,0.511231238,0.792110285,long
uk_026,hum,?,344.2388,344.4388,199.9516,214.5427,200.9709,190.7487,417.4907,343.4729,331.0413,329.3038,284.6594,2336.626,2303.555,2367.048,1589.691,1165.95,3250.738,3168.503,3214.939,2752.581,2376.84,22,F,-1.426349235,0.540806512,0.846971287,short
uk_026,hwm,u,367.2532,367.3497,96.56554,210.9297,204.3357,197.6507,446.1336,572.4784,564.9941,542.6846,576.5952,1041.033,1001.036,1018.572,996.5235,1706.219,2515.605,2345.143,2256.331,2242.734,2571.786,22,F,-0.891777087,-0.302435451,0.492902946,short
uk_026,hem,e,482.3075,482.4549,147.4821,201.72,193.1801,187.1249,1020.176,925.9468,562.5337,646.9149,1001.741,1885.325,1766.986,1053.421,1154.487,1917.752,2965.402,2723.138,1933.724,2094.797,2867.522,22,F,-0.896141333,-0.268794134,0.33861058,short
uk_026,hwm,u,484.4092,484.611,201.7418,214.326,195.5978,189.5965,420.6994,379.1662,348.6271,290.3013,258.4519,912.4286,917.9875,950.9589,986.6676,1028.335,2746.053,2491.592,2427.994,2617.344,2500.495,22,F,-1.374589506,-0.371121532,0.566228305,short
uk_026,hymy,<U+0259>,381.1253,381.1944,69.10382,220.408,215.8456,210.4492,674.327,608.5523,584.5563,566.2529,375.7435,1727.949,1712.74,1699.343,1692.044,1585.13,3277.987,3083.268,2957.468,2883.807,2460.063,22,F,-0.857739278,0.209404609,0.7634964,short
uk_026,hi:m,i,215.4247,215.684,259.2928,209.2188,200.6488,190.1002,254.2738,327.5971,357.1216,369.4282,366.3614,1261.872,2874.17,2861.19,2804.897,2798.83,3013.022,3528.792,3336.5,3298.325,3165.845,22,F,-1.350516036,0.730400525,0.884085256,long
uk_026,hymy,<U+0259>,229.8325,229.8699,37.46163,257.7345,245.5811,226.856,326.1641,347.9426,357.2183,366.4941,312.7199,1481.465,1443.462,1494.585,1545.708,1543.364,2672.845,2766.312,2590.769,2415.226,2243.121,22,F,-1.350245297,0.081011479,0.631117646,short
uk_026,hwm,u,240.6413,240.7689,127.5644,225.7006,207.7301,198.0196,425.531,419.5023,406.0157,407.6278,393.2445,1021.844,1001.271,993.7996,979.8954,982.6712,2395.782,2457.594,2595.376,2306.102,3295.646,22,F,-1.222200547,-0.327056799,0.632894303,short
uk_026,he:m,e,254.2549,254.5318,276.888,213.7809,195.9447,94.74637,647.4628,607.9475,602.3382,640.3619,582.7949,752.2276,1360.275,1474.327,1502.633,1128.171,2366.82,2406.318,2388.808,2335.788,2417.544,22,F,-0.827773294,0.067364517,0.5499574,long
uk_026,hwm,u,599.3033,599.5254,222.093,212.588,196.3299,188.6131,394.6101,321.8239,281.1845,248.7829,259.9381,1024.007,983.3293,972.8121,1089.474,1119.544,2867.252,2427.86,2278.962,2439.857,2297.272,22,F,-1.589581339,-0.348401427,0.502882979,short
uk_026,hymy,<U+0259>,609.3662,609.4355,69.25625,224.0073,214.0356,208.1133,578.573,577.056,603.721,589.9726,401.9112,1710.379,1700.752,1707.269,1703.451,1489.425,3193.753,2880.605,2857.564,2853.079,2347.505,22,F,-0.825480205,0.214057921,0.729132417,short
uk_026,him,i,641.0044,641.1023,97.92596,222.8186,212.5638,204.8965,558.8603,523.7153,514.6276,521.103,522.8611,2601.385,2498.951,2500.716,2472.353,2441.416,3084.223,3120.877,3097.444,3095.285,3067.622,22,F,-0.985148844,0.595739994,0.809740158,short
uk_026,hom,o,645.2946,645.4275,132.8504,210.2014,204.7073,194.2798,1004.071,968.5809,957.5658,945.7511,884.6645,2096.117,1264.488,1226.377,1210.051,1232.487,2991.216,2854.608,2843.044,2828.956,2767.403,22,F,-0.364197937,-0.116772803,0.724038212,short
uk_026,hi:m,i,654.157,654.4326,275.6376,213.0319,205.363,199.4498,258.0441,286.2548,300.4999,317.784,362.9786,1491.617,2951.098,2933.903,2853.295,2813.337,3043.572,3568.449,3462.821,3500.834,3359.742,22,F,-1.523144955,0.755496521,0.921246478,long
uk_026,hu:m,?,671.2144,671.5137,299.3173,221.0995,203.7421,192.226,277.9988,316.7644,331.3874,355.2459,363.8961,1301.411,1093.737,2311.558,2407.943,2460.641,3065.39,2503.968,3408.369,3461.671,3430.273,22,F,-1.425304292,0.517084659,0.905396781,long
uk_026,hum,?,673.6394,673.731,91.64172,212.4821,206.8923,200.6303,571.3967,590.7806,579.0766,559.2728,440.1476,2377.489,2353.519,2356.881,2339.093,2346.98,3357.949,3314.167,3307.977,3291.249,3268.417,22,F,-0.86715761,0.536502038,0.875499727,short
uk_026,hi:m,i,694.7198,694.9811,261.222,216.2499,204.6537,195.6283,277.0878,295.074,321.7442,344.4861,364.3664,1210.261,1260.48,1508.569,1775.029,2931.285,2965.96,2915.699,3002.315,2992.586,3403.594,22,F,-1.454835556,0.090324422,0.778546561,long
uk_026,hwm,u,697.036,697.1366,100.6457,224.7005,218.3134,211.9678,590.0492,576.4024,577.7433,577.7313,577.8934,1648.676,1644.396,1647.33,1637.163,1662.418,2031.619,2613.391,2799.988,2764.575,2105.117,22,F,-0.869462724,0.178318698,0.708778034,short
uk_026,hum,?,699.5151,699.6367,121.5959,212.5988,203.9743,193.3678,510.4361,486.4183,492.5711,469.4814,481.7448,2393.219,2427.112,2426.695,2390.824,2348.505,3394.832,3400.055,3379.145,3408.909,3266.768,22,F,-1.02895356,0.565693152,0.896785622,short
uk_026,him,i,711.7555,711.8306,75.0457,218.9621,210.0962,205.0098,529.1428,507.9793,516.4556,488.5764,471.597,2590.447,2521.651,2469.853,2473.41,2404.391,3203.557,3035.026,3030.925,3072.49,3125.928,22,F,-0.981603054,0.583321538,0.788030756,short
uk_026,hymy,<U+0259>,745.6606,745.731,70.43198,235.2877,226.589,219.8272,522.8039,582.9198,570.0615,537.4969,455.8791,1572.411,1582.013,1576.636,1557.804,1481.023,2720.405,2779.624,2738.965,2650.933,2417.844,22,F,-0.882848126,0.134456366,0.686743015,short
uk_026,ho:m,o,525.4998,525.808,308.1693,207.509,194.7499,188.7542,750.7045,698.8617,710.2689,646.0794,599.9334,1084.526,769.9782,777.3788,860.495,882.7509,2178.068,2291.743,2470.756,2699.757,3280.844,22,F,-0.662948745,-0.572664628,0.58368708,long
uk_026,hymy,<U+0259>,544.7322,544.7814,49.22778,233.6206,219.0602,213.1545,497.5719,596.0373,576.3905,491.1073,360.1119,1574.071,1671.919,1677.403,1636.403,1521.938,2819.508,2944.821,2749.634,2248.667,2075.005,22,F,-0.871806994,0.196409667,0.690630715,short
uk_026,ho:m,o,556.6203,556.9072,286.8528,212.1111,199.0101,194.5798,416.3224,636.1226,549.3646,560.2475,499.4548,799.2514,873.3149,930.3524,885.0908,875.9275,2286.631,2467.442,2770.791,2342.435,2852.799,22,F,-0.919830038,-0.393028937,0.698295742,long
