subject,word,vowel,start,end,duration,f0_20,f0_50,f0_80,f1_20,f1_40,f1_50,f1_60,f1_80,f2_20,f2_40,f2_50,f2_60,f2_80,f3_20,f3_40,f3_50,f3_60,f3_80,age,sex,f1_norm,f2_norm,f3_norm,v_length
ar_004,tw:n,u,784.2399429,784.5348757,294.9327916,216.4065884,215.7814491,217.3251248,408.5217065,413.1321524,399.544735,387.051772,417.6102901,862.0517638,861.7879041,862.4930532,865.3464697,934.4001512,3198.627062,2562.060498,3031.880865,3159.231989,3100.423908,38,F,-1.282044193,-0.512542835,0.744568524,long
ar_004,ffo:n,o,42.3917515,42.61478485,223.033348,217.4649853,205.7525492,215.0474784,675.139012,720.2731646,750.8403385,796.1295438,707.958973,1116.328697,1108.786605,1123.825517,1148.842108,1319.450057,3214.724425,3340.761602,3319.78048,3347.188457,2936.135288,38,F,-0.651176899,-0.247876145,0.83528401,long
ar_004,ffo:n,o,51.88610733,52.17124908,285.1417446,195.9815231,180.3043773,189.8785673,661.6364295,656.8910572,632.8919587,684.3707502,788.4745706,1048.741326,1003.751733,999.4198717,994.7700706,1173.73305,3156.709629,3278.140454,3312.192286,3228.68177,3103.305972,38,F,-0.822070203,-0.365194947,0.832995642,long
ar_017,cy:n,?,449.8066778,449.8872069,80.52910665,209.9011482,213.5759478,210.4633334,245.31898,260.3619027,268.170464,267.6719119,265.8966546,2309.405916,2357.782284,2417.383613,2362.845557,2136.70844,2757.828615,2855.834044,2851.33535,2842.672216,2794.128334,none given,F,-1.504526801,0.694291444,0.859393069,long
ar_017,cy:n,?,452.7926125,452.979941,187.3285,211.0234414,225.5290565,239.4584698,227.5397749,225.0683542,235.0764368,235.0293963,248.579303,2203.073892,2252.443738,2317.187779,2318.45527,2618.808163,2549.300827,2595.098342,2731.925723,2912.80432,2753.09705,none given,F,-1.636238914,0.651959926,0.816612394,long
ar_017,cy:n,?,455.9383557,456.08902,150.6643241,203.6340661,218.6949008,234.8588719,226.28541,242.2803834,232.7174448,242.3668312,251.6692082,2551.54456,2382.919112,2536.665996,2088.276988,2501.68166,3057.262748,3422.063155,3257.301885,2822.29864,2743.230038,none given,F,-1.646324605,0.742456259,0.99250485,long
ar_017,cy:n,?,458.4189534,458.5310237,112.0703447,186.2811102,197.7455143,207.0490163,234.3279328,239.9351364,248.2945434,243.9822495,288.5737489,2534.389316,2434.735662,2423.47473,2454.964272,2396.734192,2875.807795,3068.647293,3025.108482,2973.637595,2670.506577,none given,F,-1.581533922,0.696807989,0.918552593,long
ar_017,ffo:n,o,521.1160494,521.4228536,306.8041885,167.4931154,167.9076938,159.008605,445.6763672,487.5314663,529.1400986,520.2607931,537.4871216,845.2913588,833.6339916,832.8800265,831.3045685,911.9870358,2505.635548,2602.042206,2835.638654,2592.179077,2312.801378,none given,F,-0.824896405,-0.371260033,0.853872827,long
ar_017,ffo:n,o,524.5644837,524.809233,244.7493355,225.6518839,239.8980196,246.9706768,463.2449215,582.6497383,253.4499251,726.3610441,416.4251835,797.4478095,1905.555845,721.3893192,2406.372706,1593.314077,2656.638074,3201.757389,2337.748258,3655.161415,3123.67234,none given,F,-1.56098337,-0.514970676,0.660793823,long
ar_017,ffo:n,o,527.6216366,527.879551,257.9143476,211.6833656,233.598497,243.6465313,455.6068521,422.6092928,696.6376829,706.5423579,534.1698971,856.9054938,684.3856607,2565.08477,2236.52733,894.270389,2338.480238,2431.754085,3081.006164,2737.896576,2517.741925,none given,F,-0.549884187,0.753597167,0.936861861,long
ar_017,ffo:n,o,530.2621933,530.5200104,257.8170896,215.3932547,225.973515,236.7751009,467.0437238,471.6291478,507.3419065,636.8941846,575.764859,836.5466495,674.6730394,1719.566116,2259.847589,905.287918,2388.966984,2379.147571,2694.725882,3097.302544,2294.417462,none given,F,-0.866964491,0.353677641,0.802902126,long
ar_017,ffon,o,309.9702366,310.1607769,190.5402061,155.6196091,154.5754779,149.1298491,444.7366717,434.8660849,445.9784314,448.565406,441.7262218,843.6477269,851.4616476,845.7966479,847.260568,978.4973659,2482.931182,2451.190599,2426.228332,2422.219143,2401.793415,none given,F,-0.995879048,-0.355870677,0.697943565,short
ar_017,ffon,o,313.7489472,313.8747068,125.759586,204.2735287,205.1176882,208.7867533,414.9357606,420.555741,431.2561024,439.7479271,412.8053188,812.3439397,814.9233917,825.7504434,881.5268506,1039.886795,2514.008434,2459.083916,2456.068769,2447.255694,2441.14011,none given,F,-1.02944752,-0.379857038,0.71016765,short
ar_017,ffon,o,316.2387511,316.4120102,173.2590568,184.4768238,189.0858828,195.6884681,390.3992923,439.8108579,407.92963,461.339507,492.9324378,880.1257496,797.4601149,766.7122554,793.9778312,938.3169008,2470.618351,2421.1432,2389.270187,2464.047992,2293.942803,none given,F,-1.085054955,-0.454038064,0.682593598,short
ar_017,ffon,o,318.9077636,319.0712671,163.5035879,NA,183.3884457,189.9603468,466.7792488,541.2785141,414.9910321,404.778534,412.6109005,623.4654876,608.6738909,853.7654936,877.3123269,1004.573754,2431.151295,2453.483562,2507.630493,2489.397734,2417.471345,none given,F,-1.067892728,-0.34649308,0.730943921,short
ar_017,tan,a,353.0646523,353.1789839,114.3315383,162.6105239,160.3714383,152.9845664,777.2375421,793.8914072,801.5634943,784.6799905,743.0040481,1609.046952,1505.449206,1536.602728,1583.31849,1639.742174,2346.187627,2217.555486,2286.255971,2294.19059,2451.473451,none given,F,-0.409585451,0.241179599,0.638521173,short
ar_017,tan,a,355.7901112,355.9070601,116.9488792,194.1290734,191.2229874,202.0123431,692.2406038,952.6376972,901.2047119,822.3538477,692.7723703,1375.835712,1461.484786,1652.174286,1568.64334,1357.823253,1928.450001,2093.382548,2098.838192,2116.24363,2208.930891,none given,F,-0.292417202,0.31369781,0.55298959,short
ar_017,tan,a,359.0526466,359.1814401,128.7934957,182.4031545,178.8306094,190.6396774,739.053933,775.0010999,833.2523328,863.5114742,833.0251039,1522.122505,1583.011599,1610.204333,1622.934246,1603.080794,2331.229168,2278.964777,2335.187226,2389.221869,2499.366,none given,F,-0.370813122,0.287966726,0.659697711,short
ar_017,tw:n,u,386.084641,386.2216504,137.0093838,252.263732,272.3386514,273.5138375,266.323043,275.1243806,280.4972687,282.9658265,283.1874365,1055.13227,835.454527,826.6818526,832.9560018,832.3082467,2809.685479,2443.2947,2463.036468,2440.297152,2445.727698,none given,F,-1.459585651,-0.378729718,0.713000565,long
ar_017,tw:n,u,388.7294584,388.8961565,166.6980436,225.6584977,246.2126669,268.0418213,284.8587945,257.1378388,237.5562299,230.0915191,299.0218003,875.7921847,734.3944001,747.1769995,762.6392802,815.5282862,2550.845282,2654.132683,3038.886963,2766.964853,2851.566271,none given,F,-1.625745286,-0.479847535,0.923096958,long
ar_017,tw:n,u,391.3294566,391.5088062,179.3495735,219.5069973,235.0570652,265.3558786,247.028127,234.1662069,259.1123599,265.5824281,279.9828318,857.4608682,685.6118623,673.861817,1078.779704,839.4750736,2671.767846,2680.46708,2647.867231,2686.981078,2533.587435,none given,F,-1.538887849,-0.583124568,0.785360138,long
ar_017,tw:n,u,394.6785489,394.8186543,140.1054464,215.7050607,239.5510801,253.6520309,255.6003241,276.4221882,264.5434395,272.4482128,295.5428396,1049.634932,691.3003815,778.4561653,835.9956859,1902.189434,2489.540343,2563.957057,2637.509574,2578.91632,2724.500717,none given,F,-1.518144168,-0.438836956,0.781440769,long
ar_017,llen,e,28.49244025,28.7183355,225.8952527,194.8143432,193.1804971,162.0075787,420.9194174,492.5139362,531.9691728,547.5247313,508.6331355,2165.044345,2320.034955,2477.816668,2464.992626,2183.176146,2675.113603,2767.013242,2678.825292,2676.59888,2567.136674,none given,F,-0.819564097,0.718983437,0.796984015,short
ar_017,llen,e,32.16848769,32.41000907,241.5213828,212.4868605,170.2455738,135.701139,454.8764558,520.9006544,522.6457007,528.4499725,432.0133041,2271.5284,2289.166955,2393.853603,2327.116773,2304.0582,2678.913017,2954.24439,3004.335371,2745.256492,2746.466261,none given,F,-0.837245841,0.684510094,0.911662009,short
ar_017,llen,e,36.50041683,36.653379,152.9621663,182.7607822,157.0572225,144.5393637,455.8627703,505.6730676,528.3740123,543.8099991,455.1535593,2188.092121,2312.185828,2234.525195,2168.690684,2027.534993,2714.22114,2760.720083,2779.754632,2873.601026,2603.22693,none given,F,-0.826345249,0.615634405,0.833968302,short
ar_017,llen,e,41.53674603,41.6721007,135.3546677,176.105201,177.0343902,179.2780937,450.7671038,491.6837673,485.6722943,507.6338402,488.861277,2147.014337,2055.050676,1941.631643,1930.834817,1875.379887,2645.661964,2658.272385,2688.233441,2693.822473,2569.364199,none given,F,-0.910615534,0.475134313,0.800489905,short
ar_017,lle:n,e,191.3360736,191.5230612,186.9876039,184.046958,180.5311728,180.014177,402.6506492,470.0226256,487.9435229,495.3737067,296.5968762,2197.395096,2278.108826,1925.674595,1774.73419,521.6144886,2775.473988,2557.926019,2491.400006,2521.08323,2459.038089,none given,F,-0.905949971,0.466881985,0.724450444,long
ar_017,pin,i,241.3361302,241.3911801,55.04989123,206.3364469,201.3392132,193.8590036,243.8077388,255.6838621,268.2987376,276.2759057,281.9690551,2417.391717,1896.279573,2460.55966,2632.207561,2630.996998,3176.459848,2873.872774,3252.630267,3386.742382,3284.751713,none given,F,-1.504048587,0.711994468,0.991069622,short
ar_017,pin,i,244.4301849,244.5084527,78.26777729,186.4623831,191.4958144,198.2148308,244.6944669,256.0622623,269.5718462,295.4322118,332.0809481,2284.289316,2419.464536,2468.062502,2546.694943,2623.31845,2470.634227,3279.8663,3403.743888,3531.454854,2772.091486,none given,F,-1.499314693,0.715039071,1.03648161,short
ar_017,pin,i,247.8757885,247.9756359,99.84747417,175.5385853,177.1001631,186.846887,241.4752151,240.1008276,239.8824045,264.8098913,319.4716514,2393.295814,2375.677722,2371.782519,411.8036107,2485.022462,3191.307339,3132.523174,3216.408836,2532.775516,2956.526558,none given,F,-1.616000817,0.67524743,0.979871109,short
ar_017,pin,i,250.892962,250.9792606,86.29859086,192.5612707,197.2672097,199.0527282,291.8762911,271.3605563,268.9563987,256.0777085,335.0054583,2136.622764,2515.474854,2438.740912,2426.173928,2476.004205,2511.772364,3165.637765,3027.757065,3017.53809,2909.268251,none given,F,-1.501600359,0.703087527,0.919427743,short
ar_017,pi:n,i,589.8465563,589.9322024,85.64604047,243.6791654,249.5231995,245.6144786,255.0823154,257.6443104,259.5187711,259.7650269,261.4699234,2013.278557,2528.972513,2585.769057,2603.94802,2480.450905,2692.459258,2958.203606,3102.85543,2899.448123,2770.526088,none given,F,-1.537320603,0.761628611,0.943928434,long
ar_017,pi:n,i,592.9814889,593.0898353,108.3463159,270.7675691,277.5370803,282.5383815,280.1060525,281.45603,280.5796578,282.8278464,295.6809883,2451.41711,2165.569132,2194.571605,2617.142558,1502.077016,2837.179036,2798.813548,2709.376976,2749.040677,2707.868714,none given,F,-1.459291969,0.597592499,0.80832435,long
ar_017,pi:n,i,595.9984762,596.1352091,136.732892,259.9781689,279.6548723,296.6766961,270.262975,285.3350325,285.1073017,288.6062505,313.4338406,2363.171224,2549.672042,2543.475442,2031.185107,1269.18459,2599.124637,2870.83738,3190.223461,2898.872671,2894.630843,none given,F,-1.443284032,0.74513707,0.971696605,long
ar_017,pi:n,i,598.6748798,598.8068592,131.9794333,234.9315913,260.8582638,276.242219,255.5776164,263.9705705,270.3656605,273.4207047,305.2166133,2347.202457,2292.026193,2373.986969,2447.163872,1522.67544,2894.527475,2998.297742,2801.852205,3187.26254,2724.719042,none given,F,-1.496374298,0.676176447,0.84188634,long
ar_017,ta:n,a,657.0674354,657.3105424,243.1069348,151.4227691,156.8736173,162.8399958,862.4646005,902.7545344,895.6427903,860.8756136,759.9611287,1495.089041,1468.483417,1493.471389,1524.66502,1501.042479,2262.354808,2281.13822,2260.625376,2286.103245,2260.302049,none given,F,-0.298607977,0.212708842,0.62724713,long
ar_017,ta:n,a,659.7215449,659.9171949,195.6500232,182.939925,183.4451678,196.2248817,699.9807521,798.8308118,840.4429369,883.4113692,806.9900815,1473.382788,1396.701446,1476.046496,1551.547167,1481.062852,2130.686557,2299.013719,2374.145642,2320.15237,2043.87215,none given,F,-0.36222058,0.200972867,0.676243283,long
ar_017,ta:n,a,661.7797255,661.958911,179.1854422,181.5574267,184.6799379,199.4767309,764.420093,760.7207256,703.7113795,774.7802851,701.460278,1551.806766,1534.807574,1475.605264,1544.20518,1364.58428,2303.309194,2196.9956,2222.549188,2280.730792,2178.693319,none given,F,-0.539781339,0.200673894,0.61026046,long
ar_017,ta:n,a,664.0309125,664.2473792,216.4666918,190.9804133,200.5653266,213.3595433,747.3328279,751.1197948,775.6315868,758.7865956,816.0580535,1567.792434,1534.954539,1506.158088,1465.941064,1527.955457,2231.930305,2296.750561,2283.538888,2279.859766,2329.235411,none given,F,-0.442471991,0.221167736,0.637332024,long
ar_017,twn,u,169.5970418,169.6843807,87.33895719,208.8189968,199.5291261,181.037643,282.0075686,318.8510563,335.6454722,291.0311231,242.3630757,1228.536776,1223.13358,1230.270539,1242.996206,1332.563196,2494.058514,2464.375293,2510.666741,2564.866282,2566.121971,none given,F,-1.280094178,0.018839736,0.732153992,short
ar_017,twn,u,172.7712646,172.8966122,125.3476127,196.2621677,196.9876367,205.5187158,309.9806514,305.0128628,316.7276158,338.7017808,376.3025494,971.6244445,780.3279349,793.7997477,948.895328,959.4004663,2638.871659,2686.994612,2560.986461,2602.156214,2619.088961,none given,F,-1.338107491,-0.419318416,0.751998161,short
ar_017,twn,u,176.171243,176.3158844,144.6413362,182.2845965,180.7006808,180.0709775,322.9370683,322.8031281,343.9706927,340.8041673,353.5017479,1031.076618,789.8025022,527.536735,615.9389712,707.0140311,2634.130466,2725.361871,2588.828928,2668.466832,2597.403379,none given,F,-1.255593181,-0.827931136,0.762811262,short
ar_017,twn,u,180.3894855,180.5117586,122.2731789,177.7672679,174.8290772,185.7747092,310.2114281,295.826978,290.5007949,290.4867494,313.2265896,1065.288694,905.707394,887.2264628,882.6411937,926.6432752,2525.939917,2484.247666,2484.84202,2493.259812,2558.252411,none given,F,-1.424543326,-0.308049376,0.721814724,short
ar_017,lle:n,e,182.8105902,183.0838782,273.288007,184.3805843,177.7336702,147.4337319,508.0067417,551.614901,544.5919279,727.3272623,586.6490555,2199.228274,2265.151282,1848.910823,2283.628292,2296.97098,2770.689256,2610.031939,2533.457332,2682.629451,2731.655464,none given,F,-0.796112881,0.426202362,0.741190545,long
ar_017,lle:n,e,185.8540584,186.0119248,157.8664667,208.6669433,213.7539581,221.7025676,506.1248652,612.875663,622.0481318,592.2551826,583.8578249,2336.542309,2412.303411,2302.729087,2374.780757,2230.093724,2869.763416,2903.414855,2827.757323,2857.067303,2832.642811,none given,F,-0.663132167,0.645700619,0.851089572,long
ar_017,lle:n,e,188.5250967,188.7071343,182.0375274,190.2493294,189.9046836,197.0194839,498.6280871,552.6107476,530.2176355,547.9467082,590.4945858,2261.947907,2285.848638,2347.966801,2320.596488,2044.689304,2783.24998,2796.812937,2882.145605,2755.723967,2773.645681,none given,F,-0.822862084,0.665155403,0.870140659,long
ar_017,cyn,?,134.307943,134.3630272,55.08417508,224.3865184,220.367868,210.9756344,247.7895679,256.3995441,260.8059946,267.8384186,284.2099627,2596.247031,2564.762254,2597.905161,2151.226339,1997.670133,3238.015147,3501.435405,3440.872566,3037.341071,2679.083488,none given,F,-1.532372824,0.766311053,1.047330732,short
ar_017,cyn,?,137.2546464,137.3258828,71.23634524,208.9824541,211.6444477,213.518259,315.0003875,349.9499375,365.3547372,379.8101054,390.9170938,2507.281296,2429.985973,2406.133948,2391.693358,2178.446579,3315.974094,3320.25177,3270.153911,3119.709853,2753.074776,none given,F,-1.195280874,0.689626929,0.996442692,short
ar_017,cyn,?,140.1345471,140.2112145,76.66736202,NA,NA,87.60505666,260.6757247,274.9895748,290.2895504,306.8986445,333.6956844,2501.942488,2534.066473,2517.018562,2510.238319,2550.364566,3558.143746,3307.712474,3264.86059,3145.728315,2978.225597,none given,F,-1.425270764,0.734680731,0.994822704,short
ar_017,cyn,?,143.267711,143.3601335,92.42252457,NA,162.4882228,165.9015904,283.1487946,308.3273166,312.7903304,325.1315352,340.2519365,2523.614098,2512.993856,2509.082182,2467.450937,2254.814247,3298.849565,3286.011069,3043.056083,2780.950659,2616.386213,none given,F,-1.350616544,0.731522662,0.924467941,short
ar_027,tan,a,674.2136617,674.3284907,114.8290846,202.5586228,190.4358906,181.305566,791.4010219,803.9823894,775.7737901,759.0187995,698.9311037,1602.511113,1712.75193,1751.794344,1775.936056,1806.567089,2676.987906,2724.812886,2734.468659,2721.93322,2631.697954,CHECK,F,-0.520986098,0.293548813,0.738845353,short
ar_027,tan,a,676.0999024,676.2509868,151.084396,193.2043436,186.1443284,178.8277077,811.7288829,805.2018496,802.1006153,779.0823407,713.0252614,1654.877476,1668.351475,1660.383998,1651.514735,1740.15075,2827.848769,2753.649209,2696.493832,2590.900714,2537.992108,CHECK,F,-0.487613012,0.239957111,0.724860559,short
ar_027,tan,a,678.1109322,678.2360683,125.1361186,175.612891,168.1876084,160.6157012,769.9686038,741.7061577,732.9043326,718.7846452,662.446551,1593.58776,1587.6418,1629.269574,1651.049281,1724.87575,2626.905902,2474.658448,2488.732341,2525.780579,2567.18086,CHECK,F,-0.577831889,0.221040011,0.644681692,short
ar_027,tan,a,680.2520459,680.3780939,126.0480672,172.1596246,169.6071898,161.1558672,744.8292628,698.2996123,679.344947,670.6088808,622.182043,1586.960121,1646.534596,1683.231749,1718.76182,1796.569925,2502.849288,2455.283876,2512.833355,2554.768273,2688.71327,CHECK,F,-0.653718047,0.253623817,0.654319154,short
ar_027,pi:n,i,756.4829973,756.6508239,167.8265988,214.1418164,209.7139561,203.449963,399.8321902,409.5658967,402.0137298,396.4394524,381.9241862,2449.250671,2495.13103,2496.944555,2512.159583,2494.774645,3211.969442,3203.296061,3226.799976,3254.080577,3158.706065,CHECK,F,-1.178360826,0.647976017,0.904399138,long
ar_027,pi:n,i,759.9006278,760.0913122,190.6844094,201.2974379,193.2354973,188.5621306,350.2552033,346.8425876,355.4647046,363.9939629,388.2919625,2406.966898,2460.262837,2482.823562,2485.511698,2459.964393,3067.205029,3137.854428,3195.8179,3227.740954,3153.547702,CHECK,F,-1.301421107,0.642304657,0.89475126,long
ar_027,pi:n,i,763.033466,763.194384,160.9179894,194.0505288,186.9841167,178.2700457,382.9576144,383.6932246,366.0015711,326.3714853,322.5562588,2402.641612,2466.448992,2453.117331,2463.362904,2469.898318,3140.128278,3189.239787,3217.485696,3159.983129,3089.662051,CHECK,F,-1.272209442,0.630267807,0.901508426,long
ar_027,pi:n,i,766.0167203,766.2144944,197.7740825,196.8963033,187.8398962,178.000004,369.5451568,355.730168,338.3577656,313.3523366,308.2176868,2391.533734,2486.523888,2494.566958,2532.664534,2480.783407,3111.725077,3222.678981,3195.95943,3219.800271,3157.071391,CHECK,F,-1.350743254,0.647023361,0.894795545,long
ar_027,ta:n,a,777.7585582,778.0465171,287.9588755,182.3701422,177.060789,166.0550528,714.9359504,739.0480565,733.4978996,723.2701718,659.7467004,1576.147153,1550.863238,1519.756242,1555.571864,1610.494256,2682.289163,2740.431187,2631.909087,2664.581838,2410.398361,CHECK,F,-0.577022334,0.151458166,0.700617682,long
ar_027,ta:n,a,780.5212704,780.7979235,276.6531292,176.2468116,173.1401263,162.0167289,738.9776818,717.0686268,719.4788571,722.3719737,722.7962773,1492.750725,1488.940186,1482.21197,1506.509313,1633.506233,2576.218177,2506.202588,2536.149922,2531.357117,2590.704228,CHECK,F,-0.596319928,0.126443758,0.663555364,long
ar_027,ta:n,a,783.4341497,783.7175871,283.4373988,176.2730604,168.5324243,153.084792,788.5701003,770.2862111,787.9124874,819.7289874,739.256096,1495.953107,1493.517526,1474.089469,1508.745466,1551.875371,2707.93372,2723.670596,2639.039987,2625.364068,2516.458427,CHECK,F,-0.505460041,0.120948701,0.703323421,long
ar_027,ta:n,a,786.1138636,786.3895633,275.6996064,176.2402088,165.393457,147.3967003,761.6433075,784.6851538,763.673003,753.7156069,707.711938,1491.677922,1471.796003,1484.137339,1443.525064,1482.326013,2586.484196,2551.486636,2533.201562,2660.30651,2560.26338,CHECK,F,-0.536707377,0.127741898,0.662392153,long
ar_027,pin,i,810.1685575,810.2440615,75.50401481,196.1710361,186.970507,178.1862397,437.4998046,464.1455852,457.736827,438.4051321,359.2804025,2361.4402,2402.31588,2405.739905,2396.270992,2370.698223,2819.064179,2889.235243,2980.11359,3021.052482,3001.303365,CHECK,F,-1.048552662,0.61076572,0.824869628,short
ar_027,pin,i,812.5105887,812.5764654,65.87671228,211.2500204,198.6543487,189.4120216,455.0490295,457.2029916,452.9783455,443.2809281,446.7026373,2338.636317,2315.855868,2306.01698,2296.717483,2276.211193,2880.668072,3086.645906,2951.420215,2737.146877,2718.700376,CHECK,F,-1.059002746,0.568429996,0.815194694,short
ar_027,pin,i,815.5417574,815.6326219,90.86451247,196.3377757,189.6695578,NA,425.9503872,411.6258959,431.0007933,443.2081949,380.1457268,2271.371756,2300.804217,2284.162902,2309.311036,2348.312981,2614.507938,2881.784081,2825.086855,2645.187193,2626.614643,CHECK,F,-1.108737137,0.558907823,0.77144732,short
ar_027,pin,i,818.4899186,818.5619658,72.04715755,186.5583499,179.8331321,173.8310011,471.6276306,469.1627937,449.8891057,438.0307407,411.5052546,2341.637549,2328.828626,2327.411103,2319.513774,2270.839826,2682.438546,2746.993621,2751.969587,2746.025694,2724.750165,CHECK,F,-1.065845947,0.577664746,0.74522508,short
ar_027,cyn,?,526.0655142,526.1233655,57.85129112,212.1265089,206.6004855,199.2609399,422.9871118,420.542649,417.3799292,413.522677,403.3800105,2273.615021,2261.748627,2250.019181,2236.044506,2181.309527,3116.316999,3037.852351,3022.617426,3006.264742,2928.446439,CHECK,F,-1.14085016,0.543846952,0.839031365,short
ar_027,cyn,?,528.4046608,528.4656469,60.98603317,201.8453077,195.3184266,190.1943335,401.4533736,393.101012,389.5727095,386.5693213,387.7443166,2280.108191,2255.108166,2268.787587,2272.956052,2244.91163,3047.022238,2967.115433,2983.190549,2977.541018,2895.909162,CHECK,F,-1.209796546,0.552153797,0.825901593,short
ar_027,cyn,?,531.8158298,531.8936991,77.86932704,196.2987373,191.5992009,187.8410428,390.3814873,389.3360598,387.9882284,386.5796074,388.8196032,2305.004955,2301.690067,2299.307435,2292.123799,2249.859701,2848.509857,2968.780547,2958.516809,2957.398616,2924.946891,CHECK,F,-1.213872068,0.565516174,0.817596276,short
ar_027,cyn,?,534.9407789,535.0201279,79.34896669,182.7235453,176.3227362,169.9583388,381.990279,378.7011151,375.8860358,372.9060879,382.6791234,2307.417161,2317.418339,2301.936493,2276.484773,2271.217854,3047.786206,2927.888518,2929.7545,2879.681039,2855.65356,CHECK,F,-1.245561067,0.566658933,0.807826842,short
ar_027,ffo:n,o,159.6887898,159.9550837,266.2938677,190.9919797,176.2773259,157.312819,535.9375356,553.7607903,601.0720552,627.1690811,662.3190752,769.1035608,769.8811048,789.7439637,825.8684532,956.3641341,2909.428324,2962.316464,3035.828447,3006.670275,2859.133819,CHECK,F,-0.776132248,-0.503138272,0.843392563,long
ar_027,ffo:n,o,162.6375289,162.8822684,244.7395313,178.5435681,166.6826431,157.6990572,559.3381559,526.2929219,553.8814882,591.9031589,602.7233205,895.4131297,800.3484098,743.4351303,765.3590249,1009.195626,2852.755619,2942.367502,3013.338477,3021.612895,2882.918915,CHECK,F,-0.857896324,-0.563565555,0.835956804,long
ar_027,ffo:n,o,165.8991497,166.1122653,213.1156463,90.01163433,83.38034478,156.4925254,554.976083,579.4967827,606.0603922,647.4044293,593.3706185,876.2349336,839.310958,791.8385522,753.7232005,1061.82865,2942.549803,2981.196725,3009.945553,2945.796402,2892.245707,CHECK,F,-0.76786743,-0.500489545,0.834830201,long
ar_027,ffo:n,o,169.4239161,169.7075268,283.6106996,182.659718,164.0064217,149.8255701,578.0026072,614.3766806,626.5664381,618.5769537,566.4072543,818.1249155,837.3343733,804.1445292,790.9217376,857.2324738,3014.066679,3141.722908,3115.922249,3068.033013,3006.287433,CHECK,F,-0.734592253,-0.485068052,0.869433387,long
ar_027,llen,e,227.7305381,227.8853088,154.7707293,179.7814908,165.8041621,157.8711251,683.3388944,683.9700271,664.4766927,666.0622973,627.914003,2065.116978,2073.889165,2139.264759,2141.790785,2088.400437,3504.487875,3176.018933,2250.357375,2570.467923,2484.82101,CHECK,F,-0.675847265,0.49337041,0.543997248,short
ar_027,llen,e,230.9899353,231.1400073,150.0720842,172.2372458,161.5002128,148.6570282,670.2030227,664.3033536,647.6533587,649.8420912,659.6532528,2129.840636,2149.600624,2141.322946,2157.599451,2251.962237,3258.793849,2434.02199,2491.218913,2464.792488,2374.623423,CHECK,F,-0.701491455,0.494332048,0.645680325,short
ar_027,llen,e,234.8106651,234.9490747,138.4096568,180.5984311,174.0091963,168.3270229,657.0329165,688.0310989,679.6682228,650.9614206,599.432997,2072.591718,2040.297488,2050.085197,2073.133727,2104.787913,3316.881597,2888.357894,2569.203856,2565.120064,2536.355601,CHECK,F,-0.653242296,0.450789563,0.676504278,short
ar_027,llen,e,238.2053276,238.327997,122.6694754,172.2059439,166.3512688,151.6643454,685.8293364,690.9506978,694.7578277,689.5911555,653.6620517,1990.819359,2013.472408,2069.247705,2153.377348,2144.307109,3470.400669,3471.986427,3499.350586,2816.356351,2350.692658,CHECK,F,-0.631283732,0.460093325,0.985485615,short
ar_027,lle:n,e,265.0713354,265.3539947,282.6592841,180.7773572,161.7567577,154.2080556,586.6029097,595.6515952,618.5451084,613.5760263,626.1349925,2297.034069,2293.896506,2275.72997,2226.051965,2217.290785,2735.818264,2815.618417,2818.822404,2811.646579,2821.846111,CHECK,F,-0.747476947,0.555209078,0.769227421,long
ar_027,lle:n,e,268.2221062,268.5132716,291.1653778,178.5639918,163.4713157,152.6401212,563.6038425,612.3207808,629.0476553,618.7751732,588.7994892,2235.856225,2244.555783,2150.26423,2115.492554,2111.136659,2640.284811,2587.935732,2649.140683,2678.07778,2754.833944,CHECK,F,-0.730640051,0.498498943,0.707143528,long
ar_027,lle:n,e,271.6282531,271.915774,287.5208975,182.6346501,165.4515208,154.9595427,545.6850315,612.6514607,606.5255961,561.2940115,561.7395597,2178.930365,2244.534992,2289.578846,2236.294219,2136.328587,2643.70813,2843.901267,2875.920862,2824.07031,2677.427753,CHECK,F,-0.767100137,0.561276102,0.789281134,long
ar_027,lle:n,e,274.7512276,275.0162029,264.9753902,182.7312735,172.12026,156.6926913,506.371801,526.275508,524.1038725,553.5765128,570.6182245,2257.418543,2282.143459,2244.995873,2267.350792,2168.410285,2609.68818,2726.492752,2721.84958,2822.978387,2796.185979,CHECK,F,-0.913157173,0.541611894,0.734219853,long
ar_027,twn,u,307.8653909,307.9599231,94.53226125,211.4468373,203.0088907,194.0922965,451.5902042,436.4164062,425.3403735,411.6567185,460.2757372,1150.617503,1155.905116,1188.249377,1210.928804,1283.252176,2751.117367,2785.110348,2793.313413,2783.208358,2807.054861,CHECK,F,-1.121957341,-0.094610676,0.760136706,short
ar_027,twn,u,311.2687953,311.3631157,94.32038177,188.541441,180.8110032,171.7833971,425.2140632,401.186824,391.6646606,382.2672583,358.9694305,1143.077812,1129.695587,1159.454172,1217.519801,1340.926701,2801.274582,2759.904815,2727.929835,2683.647801,2749.573175,CHECK,F,-1.204441052,-0.119142436,0.73645123,short
ar_027,twn,u,314.2443365,314.333562,89.22553822,184.0789871,180.4130578,171.5964515,419.4695506,414.5056015,406.2456759,392.4634682,364.2541697,1156.347931,1173.779921,1244.923272,1271.276201,1405.969641,2723.115825,2727.943156,2689.291637,2654.964391,2631.450544,CHECK,F,-1.167888978,-0.04801789,0.722186038,short
